str_no_string|¡NO STRING!
str_well_id_say_that_he_started_it_that_entitles_you_to_his_sword_and_purse_i_suppose_have_a_drink_on_the_house_as_i_daresay_youve_saved_a_patron_or_two_a_broken_skull_still_i_hope_he_still_has_a_pulse_its_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed|Bueno... yo diría que empezó él. Eso significa que podéis coger su espada y su bolsa, supongo. Tomad una bebida a cuenta de la casa, ya que me atrevo a decir que habéis evitado que algún cliente acabe con el cráneo partido. Aún así, espero que aún tenga pulso. No es bueno para un establecimiento que su nombre se asocie al de un lugar donde matan a gente.
str_stop_no_shooting_no_shooting|¡Basta! ¡No disparéis! ¡No disparéis!
str_em_ill_stay_out_of_this|Em... no me mezclaré en esto.
str_the_s12_is_a_labyrinth_of_rivalries_and_grudges_lords_ignore_their_lieges_summons_and_many_are_ripe_to_defect|El {s12} es un laberinto de rivalidades y rencillas. Los señores ignoran las llamadas de sus superiores y muchos están dispuestos a desertar.
str_the_s12_is_shaky_many_lords_do_not_cooperate_with_each_other_and_some_might_be_tempted_to_defect_to_a_liege_that_they_consider_more_worthy|El {s12} se tambalea. Muchos nobles no cooperan con otros, y algunos podrían estar tentados a desertar y seguir a otro señor al que consideren más digno.
str_the_s12_is_fairly_solid_some_lords_bear_enmities_for_each_other_but_they_tend_to_stand_together_against_outside_enemies|El {s12} es bastante sólido. Algunos señores tienen enemistades con otros, pero suelen apoyarse mutuamente contra enemigos del exterior.
str_the_s12_is_a_rock_of_stability_politically_speaking_whatever_the_lords_may_think_of_each_other_they_fight_as_one_against_the_common_foe|El {s12} es una roca de estabilidad, hablando en términos políticos. Piensen lo que piensen unos de otros, los señores luchan codo con codo contra el enemigo común.
str_tribune_s12|Tribuna {s12}
str_lady_s12|Lady {s12}
str_lord_s12|Lord {s12}
str_resolve_the_dispute_between_s11_and_s12|Resolver la disputa entre {s11} y {s12}
str_in_doing_so_you_will_be_in_violation_of_your_truce_is_that_what_you_want|Al hacer eso, violaríais vuestra tregua. ¿Es eso lo que queréis?
str_if_you_attack_without_provocation_some_of_your_vassals_may_consider_you_to_be_too_warlike_is_that_what_you_want|Si atacáis sin provocación, algunos de vuestros vasallos pueden consideraros demasiado beligerante. ¿Es eso lo que queréis?
str_our_men_are_ready_to_ride_forth_at_your_bidding_are_you_sure_this_is_what_you_want|Nuestros hombres están listos para salir cuando vos ordenéis... ¿Estáis {seguro/segura} de que eso es lo que queréis?
str_seek_recognition|buscar reconocimiento
str_seek_vassalhood|buscar vasallaje
str_seek_a_truce|buscar una tregua
str__promised_fief| (feudo prometido)
str_no_fiefss12|(sin feudos){s12}
str_fiefs_s0s12|(feudos: {s0}{s12})
str_please_s65_|Por favor {s65}, 
str__s15_is_also_being_held_here_and_you_may_wish_to_see_if_reg4shehe_will_join_us| {s15} también está aquí, y puede que queráis comprobar si {reg4?ella:él} se uniría a nosotros.
str_one_thing_in_our_favor_is_that_s12s_grip_is_very_shaky_he_rules_over_a_labyrinth_of_rivalries_and_grudges_lords_often_fail_to_cooperate_and_many_would_happily_seek_a_better_liege|Una cosa a nuestro favor es que el poder de {s12} es muy inestable. Gobierna sobre un laberinto de rivalidades y rencillas. Los señores evitan cooperar a menudo, y muchos buscarían gustosamente un líder mejor.
str_thankfully_s12s_grip_is_fairly_shaky_many_lords_do_not_cooperate_with_each_other_and_some_might_be_tempted_to_seek_a_better_liege|Por suerte, el poder de {s12} es bastante inestable. Muchos señores no cooperan entre sí, y algunos podrían estar tentados a buscar un líder mejor.
str_unfortunately_s12s_grip_is_fairly_strong_until_we_can_shake_it_we_may_have_to_look_long_and_hard_for_allies|Por desgracia, el poder de {s12} es bastante sólido. Hasta que podamos debilitarlo, tendremos que buscar largo y tendido otros aliados.
str_unfortunately_s12s_grip_is_very_strong_unless_we_can_loosen_it_it_may_be_difficult_to_find_allies|Por desgracia, el poder de {s12} es muy sólido. A menos que podamos debilitarlo, puede ser difícil encontrar aliados.
str_playername_come_to_plague_me_some_more_have_you|{playername}... Habéis venido a incordiarme un poco más, ¿verdad?
str_ah_it_is_you_again|Ah. Sois vos otra vez...
str_well_playername|Bueno, {playername}...
str_flagon_of_mead|cántaro de licor
str_skin_of_kumis|bota de kumis
str_mug_of_kvass|jarra de kvass
str_cup_of_wine|copa de vino
str_you_intend_to_challenge_s13_to_force_him_to_retract_an_insult|Pretendéis retar a {s13} para obligarle a retractarse de un insulto.
str_youll_have_to_speak_to_me_at_some_other_time_then|Tendréis que hablar conmigo en otro momento, entonces.
str_this_is_no_time_for_words|¡No es momento para palabras!
str_of_course_my_wife|Por supuesto, esposa mía.
str_perhaps_not_our_marriage_has_become_a_bit_strained_dont_you_think|Tal vez no. Nuestro matrimonio se ha enfriado un poco, ¿no creéis?
str_why_is_that_my_wife_actually_our_marriage_has_become_such_that_i_prefer_to_have_a_witness_for_all_of_our_converations|¿Eso por qué, esposa mía? En estos momentos nuestro matrimonio ha tomado tal cariz que prefiero tener testigos de todas nuestras conversaciones.
str_all_right_then_what_do_you_have_to_say_out_with_it|De acuerdo, pues. ¿Qué tenéis que decir? Soltadlo.
str_bah__im_in_no_mood_for_whispering_in_the_corner|Bah, no estoy de humor para cuchicheos en las esquinas.
str_bah_i_dont_like_you_that_much_im_not_going_to_go_plot_with_you_in_some_corner|Bah. No me gustáis demasiado. No voy a conspirar con vos por las esquinas.
str_well__now_what_do_you_have_to_propose|Bueno... ¿ahora qué tenéis que proponer?
str_trying_our_hand_at_intrigue_are_we_i_think_not|Intentado jugar a las intrigas, ¿eh? Me parece que no
str_hah_i_trust_you_as_a_i_would_a_serpent_i_think_not|¡Ja! Confío en vos tanto como en una víbora. Creo que no.
str_i_do_not_like_to_conduct_my_business_in_the_shadows_but_sometimes_it_must_be_done_what_do_you_have_to_say|No me gusta tratar mis asuntos en las sombras, pero a veces es necesario hacerlo. ¿Qué tenéis que decir?
str_i_would_prefer_to_conduct_our_affairs_out_in_the_open|Preferiría tratar nuestros asuntos abiertamente.
str_do_not_take_this_amiss_but_with_you_i_would_prefer_to_conduct_our_affairs_out_in_the_open|No os lo toméis a mal, pero con vos prefiero tratar nuestros asuntos abiertamente.
str_hmm_you_have_piqued_my_interest_what_do_you_have_to_say|Hum. Habéis despertado mi interés. ¿Qué tenéis que decir?
str_em_lets_keep_our_affairs_out_in_the_open_for_the_time_being|Em... Hablemos de nuestros asuntos sin tapujos, por el momento.
str_thats_sensible__the_world_is_full_of_churls_who_poke_their_noses_into_their_betters_business_now_tell_me_what_it_is_that_you_have_to_say|Me parece sensato... el mundo está lleno de entrometidos que meten sus narices en los asuntos de sus superiores. Ahora decidme lo que tengáis que contar.
str_what_do_you_take_me_for_a_plotter|¿Por quién me tomáis? ¿Por un conspirador?
str_well_i_normally_like_to_keep_things_out_in_the_open_but_im_sure_someone_like_you_would_not_want_to_talk_in_private_unless_heshe_had_a_good_reason_what_is_it|Bueno, normalmente me gusta tratar mis asuntos abiertamente, pero seguro que alguien como vos no querría hablar en privado a menos que tuviera una buena razón para ello. ¿Qué ocurre?
str_surely_we_can_discuss_whatever_you_want_to_discuss_out_here_in_the_open_cant_we|Seguramente podemos discutir todo lo que tenéis en mente abiertamente, ¿no es así?
str_im_a_simple__man_not_one_for_intrigue_but_id_guess_that_you_have_something_worthwhile_to_say_what_is_it|Soy un hombre sencillo, no hecho para las intrigas, pero me imagino que tenéis algo importante que decir. ¿Qué es?
str_forgive_me_but_im_not_one_for_going_off_in_corners_to_plot|Perdonadme, pero no me gusta ir urdiendo por las esquinas.
str_please_do_not_take_this_amiss_but_i_do_not_trust_you|Por favor, no os lo toméis a mal, pero no confío en vos.
str_certainly_playername_what_is_it|Por supuesto, {playername}. ¿Qué ocurre?
str_forgive_me_but_id_prefer_to_keep_our_conversations_in_the_open|Perdonadme, pero prefiero mantener nuestras conversaciones sin tapujos.
str_please_do_not_take_this_amiss_but_im_not_sure_you_and_i_are_still_on_those_terms|Por favor, no os lo toméis a mal, pero no veo que vos y yo estemos aún en esos términos.
str_really_well_this_is_the_first_i_have_heard_of_it_unless_you_build_up_support_for_that_claim_you_may_find_it_difficult_to_find_allies_however_whenever_you_see_fit_to_declare_yourself_publically_as_queen_i_should_be_honored_to_be_your_consort|¿De verdad? Bueno, es la primera vez que lo oigo mencionar. A menos que consigáis apoyos para esa soportar esa reclamación, os podéis encontrar en dificultades para encontrar aliados. No obstante, cuando consideréis apropiado declararos públicamente reina, me honraría ser vuestro consorte.
str_yes_i_have_heard_such_talk_while_it_is_good_that_you_are_building_up_your_support_i_do_not_think_that_you_are_quite_ready_to_proclaim_yourself_yet_however_i_will_let_you_be_the_judge_of_that_and_when_you_decide_i_should_be_honored_to_be_your_consort|Sí... He oído algo de eso. Si bien es bueno que estéis amasando vuestros apoyos, no creo que estéis todavía en situación de proclamar nada. No obstante, dejaré que seáis vos quien decidáis el momento y, cuando eso ocurra, me honrará ser vuestro consorte.
str_yes_and_many_others_in_calradia_think_so_as_well_perhaps_it_is_time_that_you_declared_yourself_and_we_shall_ride_forth_together_to_claim_your_throne_i_should_be_honored_to_be_your_consort|Sí... y muchos otros en Calradia piensan también así. Tal vez sea hora ya de que os declaréis como tal, y así cabalguemos juntos a reclamar vuestro trono. Me honraría ser vuestro consorte.
str_i_am_disturbed_about_my_lord_s15s_choice_of_companions|Me preocupa el tipo de compañías que elige mi señor {s15}.
str_well_ill_be_honest_i_feel_that_sometimes_s15_overlooks_my_rights_and_extends_his_protection_to_the_unworthy|Bueno, hablaré con honestidad. A veces siento que {s15} pasa por alto mis derechos, y extiende su protección hacia los que no son dignos de ella.
str_heh_one_thing_that_ill_say_about_s15_is_that_he_has_a_ripe_batch_of_bastards_in_his_court|Je. Algo sí diré sobre {s15}, y es que tiene un buen lote de malnacidos en su corte.
str_well_sometimes_i_have_to_say_that_i_question_s15s_judgment_regarding_those_who_he_keeps_in_his_court|Bueno, he de decir que a veces me sorprenden las decisiones de {s15} con respecto a quienes le rodean en su corte.
str_s15_is_a_weak_man_who_too_easily_lends_his_ear_to_evil_council_and_gives_his_protection_to_some_who_have_done_me_wrong|{s15} es un hombre débil, que presta demasiada atención a un consejo de malvados y da su protección a aquéllos que me han perjudicado.
str_i_will_confess_that_sometimes_i_worry_about_s15s_judgment_particularly_in_the_matter_of_the_counsel_that_he_keeps|Confieso que a veces me preocupan las decisiones de {s15}, sobre todo en relación a los consejeros de los que se rodea.
str_what_do_i_think_i_think_that_s15_is_a_vile_pretender_a_friend_to_the_flatterer_and_the_hypocrite|¿Qué opino? Opino que {s15} es un farsante vil, que gusta de aduladores e hipócritas.
str_well_s15_is_not_like_you_ill_say_that_much|Bueno, {s15} no es como vos. Eso es todo lo que diré.
str_s15_long_may_he_live|¿{s15}? ¡Que viva por muchos años!
str_he_is_my_liege_that_is_all_that_i_will_say_on_this_matter|Es mi señor. Eso es todo lo que diré sobre este asunto.
str_that_you_are_the_rightful_heir_to_the_throne_of_calradia|¿Que vos sois {el digno heredero/la digna heredera} al trono de Calradia?
str_that_s14_is_the_rightful_ruler_of_calradia|¿Que {s14} es el gobernante por derechos de Calradia?
str_that_s14_will_rule_this_land_justly|¿Que {s14} gobernará con justicia esta tierra?
str_that_s14_will_protect_our_rights_as_nobles|¿Que {s14} protegerá nuestros derechos como nobles?
str_that_s14_will_unify_this_land_and_end_this_war|¿Que {s14} unificará esta tierra y terminará con esta guerra?
str_that_s14_will_reward_me_with_a_fief|¿Que {s14} me recompensará con un feudo?
str_he|él
str_king|rey
str_she|ella
str_queen|reina
str_khan|khan
str_i|Yo
str_according_to_the_ancient_law_and_custom_of_the_calradians_s45_should_be_s47|De acuerdo a las antiguas leyes y costumbres de Calradia, {s45} debería ser {s47}
str_because_s44_is_the_rightful_s47_of_the_s46|Porque {s44} es el {s47} por derechos del {s46}
str_you_speak_of_claims_and_legalities_yet_to_others_you_talk_of_bringing_peace_by_force|Habláis de reclamaciones y de legalidad, sin embargo a otros les habláis de imponer la paz por la fuerza
str_you_speak_of_bringing_peace_by_force_yet_to_others_you_make_legal_claims|Habláis de imponer la paz por la fuerza, sin embargo a otros les exponéis argumentos legales.
str_you_speak_to_some_of_upholding_the_rights_of_the_commons_yet_you_speak_to_others_of_uphold_the_rights_of_nobles_what_if_those_rights_are_in_conflict|Me habláis de respetar los derechos de los plebeyos, sin embargo a otros les habláis de respetar los de los nobles. ¿Y si ambos entran en conflicto?
str_you_speak_to_me_of_upholding_my_rights_as_a_lord_but_to_others_you_talk_of_upholding_the_rights_of_all_commons_what_if_those_rights_come_into_conflict|Me habláis de respetar mis derechos como señor, sin embargo a otros les habláis de respetar los derechos de los plebeyos. ¿Y si ambos entran en conflicto?
str_a_claim_should_be_strong_indeed_before_one_starts_talking_about_it|Una reclamación del trono debería ser muy sólida antes de que uno empiece a hablar de ella.
str_a_king_should_prove_his_valor_beyond_any_doubt_before_he_starts_talking_about_a_claim_to_the_throne|Un rey debería demostrar su valor sin ningún género de dudas antes de empezar a hablar sobre reclamaciones al trono.
str_you_must_prove_yourself_a_great_warrior_before_men_will_follow_you_as_king|Debéis demostrar ser {un gran guerrero/una gran guerrera} para que los hombres os sigan como rey.
str_a_claim_to_the_throne_should_be_strong_indeed_before_one_presses_it|Una reclamación al trono debería ser muy sólida antes de llevarla adelante.
str_indeed_but_a_man_must_also_prove_himself_a_great_warrior_before_men_will_follow_you_as_king|Sin duda. Pero un hombre también debe demostrar ser un gran guerrero si quiere que los demás le sigan como rey.
str_my_pigherd_can_declare_himself_king_if_he_takes_he_fancy_i_think_you_need_to_break_a_few_more_heads_on_tbe_battlefield_before_men_will_follow_you|Mi pocilguero puede declararse rey, si le apetece. Creo que necesitáis abrir unas cuantas cabezas más en el campo de batalla antes de que los hombres quieran seguiros.
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_suggest_that_you_to_build_your_claim_on_stronger_foundations_so_that_men_will_follow_you|Si no queréis morir con una soga al cuello, como tantos otros pretendientes anteriores, sugeriría que sostengáis vuestra reclamación en bases más sólidas de forma que los hombres os sigan.
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_advise_you_prove_yourself_on_the_field_of_battle_so_that_men_will_follow_you|Si no queréis morir con una soga al cuello, como tantos otros pretendientes anteriores, os aconsejaría que demostréis vuestra valía en el campo de batalla de forma que los hombres os sigan.
