stringsfile version 1
3399
str_no_string NO_STRING!
str_what_do_you_say_to_entering_the_service_of_s9_as_a_mercenary_captain_i_have_no_doubt_that_you_would_be_up_to_the_task What_do_you_say_to_entering_the_service_of_{s9}_as_a_mercenary_captain?_I_have_no_doubt_that_you_would_be_up_to_the_task.
str_s9_asked_you_to_rescue_s13_who_is_prisoner_at_s24 {s9}_asked_you_to_rescue_{s13},_who_is_prisoner_at_{s24}.
str_s9_asked_you_to_attack_a_village_or_some_caravans_as_to_provoke_a_war_with_s13 {s9}_asked_you_to_attack_a_village_or_some_caravans_as_to_provoke_a_war_with_{s13}.
str_s9_asked_you_to_catch_the_three_groups_of_runaway_serfs_and_bring_them_back_to_s4_alive_and_breathing_he_said_that_all_three_groups_are_heading_towards_s3 {s9}_asked_you_to_catch_the_three_groups_of_runaway_serfs_and_bring_them_back_to_{s4},_alive_and_breathing._He_said_that_all_three_groups_are_heading_towards_{s3}.
str_error__player_not_logged_as_groom {!}ERROR_-_Player_not_logged_as_groom
str_you_intend_to_bring_goods_to_s9_in_preparation_for_the_feast_which_will_be_held_as_soon_as_conditions_permit You_intend_to_bring_goods_to_{s9}_in_preparation_for_the_feast,_which_will_be_held_as_soon_as_conditions_permit.
str_hello_playername Hello,_{playername}
str_ah_my_gentle_playername_how_much_good_it_does_my_heart_to_see_you_again _How_much_good_it_does_my_heart_to_see_you_again!_Sometimes,_I_feel_that_there_is_a_mystic_bond_between_us_that_transcends_the_distance.
str_playername__i_am_so_glad_to_see_you_again_i_must_say_i_do_envy_your_freedom_to_ride_out_and_experience_the_world _I_must_say,_I_do_envy_your_freedom_to_ride_out_and_experience_the_world.
str_playername__i_am_so_glad_to_see_you_i_trust_that_you_have_been_behaving_honorably_since_last_we_met _I_trust_that_you_have_been_behaving_honorably_since_last_we_met.
str_playername__i_am_so_glad_that_you_were_able_to_come _I_am_so_glad_that_you_were_able_to_come.
str_i_do_enjoy_speaking_to_you_but_i_am_sure_you_understand_that_our_people_cluck_their_tongues_at_a_woman_to_spend_too_long_conversing_with_a_man_outside_her_family__although_the_heavens_know_its_never_the_man_who_is_held_to_blame_ I_do_enjoy_speaking_to_you._But_I_am_sure_you_understand_that_our_people_cluck_their_tongues_at_a_woman_to_spend_too_long_conversing_with_a_man_outside_her_family_--_although_the_heavens_know_it's_never_the_man_who_is_held_to_blame._
str_as_much_as_i_enjoy_speaking_to_you_i_do_not_care_to_be_gossiped_about_by_others_who_might_lack_my_grace_and_beauty_ As_much_as_I_enjoy_speaking_to_you,_I_do_not_care_to_be_gossiped_about_by_others_who_might_lack_my_grace_and_beauty._
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_one_of_the_great_families_of_this_land_i_must_set_an_example_of_propriety_ I_do_so_enjoy_speaking_to_you._But_as_a_daughter_of_one_of_the_great_families_of_this_land,_I_must_set_an_example_of_propriety._
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_good_family_i_must_protect_my_reputation_ I_do_so_enjoy_speaking_to_you._But_as_a_daughter_of_good_family,_I_must_protect_my_reputation._
str_although_it_is_kind_of_you_to_pay_me_such_attentions_i_suspect_that_you_might_find_other_ladies_who_may_be_more_inclined_to_return_your_affection Although_it_is_kind_of_you_to_pay_me_such_attentions,_I_suspect_that_you_might_find_other_ladies_who_may_be_more_inclined_to_return_your_affection.
str_as_flattered_as_i_am_by_your_attentions_perhaps_you_should_seek_out_another_lady_of_somewhat_shall_we_say_different_tastes As_flattered_as_I_am_by_your_attentions,_perhaps_you_should_seek_out_another_lady_of_somewhat..._shall_we_say..._different_tastes.
str_as_flattered_as_i_am_by_your_attentions_i_am_a_daughter_of_good_family_and_must_be_aware_of_my_reputation_it_is_not_seemly_that_i_converse_too_much_at_one_time_with_one_man_i_am_sure_you_understand_now_if_you_will_excuse_me As_flattered_as_I_am_by_your_attentions,_I_am_a_daughter_of_good_family_and_must_be_aware_of_my_reputation._It_is_not_seemly_that_I_converse_too_much_at_one_time_with_one_man._I_am_sure_you_understand._Now,_if_you_will_excuse_me...
str_very_well__i_will_let_you_choose_the_time Very_well_--_I_will_let_you_choose_the_time.
str_good_i_am_glad_that_you_have_abandoned_the_notion_of_pushing_me_into_marriage_before_i_was_ready Good!_I_am_glad_that_you_have_abandoned_the_notion_of_pushing_me_into_marriage_before_I_was_ready.
str_rival_found_s4_reg0_relation {!}DEBUG_:_Rival_found:_{s4}_({reg0}_relation)
str_i_am I_am
str_s12 {!}{s12},
str_s12_s11_to_s14 {s12}_{s11}_to_{s14}
str_s12 {!}{s12}.
str_s12_i_am_here_for_the_feast {s12}._I_am_here_for_the_feast.
str_another_tournament_dedication_oh_i_suppose_it_is_always_flattering Another_tournament_dedication?_Oh,_I_suppose_it_is_always_flattering...
str_do_you_why_what_a_most_gallant_thing_to_say Do_you?_Why,_what_a_most_gallant_thing_to_say.
str_hmm_i_cannot_say_that_i_altogether_approve_of_such_frivolity_but_i_must_confess_myself_a_bit_flattered Hmm.._I_cannot_say_that_I_altogether_approve_of_such_frivolity,_but_I_must_confess_myself_a_bit_flattered.
str_why_thank_you_you_are_most_kind_to_do_so Why,_thank_you._You_are_most_kind_to_do_so.
str_you_are_most_courteous_and_courtesy_is_a_fine_virtue_ You_are_most_courteous,_and_courtesy_is_a_fine_virtue._
str_hmm_youre_a_bold_one_but_i_like_that_ Hmm._You're_a_bold_one,_but_I_like_that._
str_ah_well_they_all_say_that_but_no_matter_a_compliment_well_delivered_is_at_least_a_good_start_ Ah,_well,_they_all_say_that._But_no_matter._A_compliment_well_delivered_is_at_least_a_good_start._
str_oh_do_you_mean_that_such_a_kind_thing_to_say Oh!_Do_you_mean_that?_Such_a_kind_thing_to_say!
str_you_are_a_most_gallant_young_man_ You_are_a_most_gallant_young_man._
str__do_come_and_see_me_again_soon _Do_come_and_see_me_again_soon.
str_you_intend_to_ask_s12_for_permission_to_marry_s15 You_intend_to_ask_{s12}_for_permission_to_marry_{s15}.
str_you_intend_to_ask_s12_to_pressure_s10_to_marry_you You_intend_to_ask_{s12}_to_pressure_{s10}_to_marry_you.
str_do_be_careful_i_am_so_much_endebted_to_you_for_this Do_be_careful!_I_am_so_much_endebted_to_you_for_this...
str_go_then__we_shall_see_which_of_you_triumphs Go,_then_--_we_shall_see_which_of_you_triumphs...
str_sigh_i_will_never_truly_understand_men_and_their_rash_actions Sigh..._I_will_never_truly_understand_men,_and_their_rash_actions...
str_you_intend_to_challenge_s13_to_force_him_to_relinquish_his_suit_of_s11 You_intend_to_challenge_{s13}_to_force_him_to_relinquish_his_suit_of_{s11}.
str_farewell Farewell.
str_farewell_playername Farewell,_{playername}.
str___we_believe_that_there_is_money_to_be_made_selling_ __We_believe_that_there_is_money_to_be_made_selling_
str_s14s15_ {!}{s14}{s15},_
str__we_carry_a_selection_of_goods_although_the_difference_in_prices_for_each_is_not_so_great_we_hope_to_make_a_profit_off_of_the_whole _We_carry_a_selection_of_goods._Although_the_difference_in_prices_for_each_is_not_so_great,_we_hope_to_make_a_profit_off_of_the_whole.
str_s14and_other_goods {s14}and_other_goods.
str__have_you_not_signed_a_truce_with_our_lord _Have_you_not_signed_a_truce_with_our_lord?
str_parole parole
str_normal normal
str_s51 {!}{s51}
str__meanwhile_s51_reg2areis_being_held_in_the_castle_but_reg2havehas_made_pledges_not_to_escape_and_reg2areis_being_held_in_more_comfortable_quarters _Meanwhile,_{s51}_{reg2?are:is}_being_held_in_the_castle,_but_{reg2?have:has}_made_pledges_not_to_escape,_and_{reg2?are:is}_being_held_in_more_comfortable_quarters.
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_it_would_boost_your_own_standing_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side You_may_be_aware,_{sire/my_lady},_of_the_quarrel_between_{s4}_and_{s5}_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority._If_you_could_persuade_the_lords_to_reconcile,_it_would_boost_your_own_standing._However,_in_taking_this_on,_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rival's_side.
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_i_imagine_that_s7_would_be_most_pleased_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side You_may_be_aware,_{my_lord/my_lady},_of_the_quarrel_between_{s4}_and_{s5}_which_is_damaging_the_unity_of_this_realm._If_you_could_persuade_the_lords_to_reconcile,_I_imagine_that_{s7}_would_be_most_pleased._However,_in_taking_this_on,_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rival's_side.
str__of_course_the_land_is_currently_at_peace_so_you_may_have_better_luck_in_other_realms _Of_course,_the_land_is_currently_at_peace,_so_you_may_have_better_luck_in_other_realms.
str_here here
str_over over
str_s8_in_s12 {s8}_in_{s12}
str__has_put_together_a_bounty_on_some_bandits_who_have_been_attacking_travellers_in_the_area _has_put_together_a_bounty_on_some_bandits_who_have_been_attacking_travellers_in_the_area.
str__is_looking_for_a_way_to_avoid_an_impending_war _is_looking_for_a_way_to_avoid_an_impending_war.
str__may_need_help_rescuing_an_imprisoned_family_member _may_need_help_rescuing_an_imprisoned_family_member.
str__has_been_asking_around_for_someone_who_might_want_work_id_watch_yourself_with_him_though _has_been_asking_around_for_someone_who_might_want_work._I'd_watch_yourself_with_him,_though.
str_town town.
str_castle castle.
str__but_he_is_holding_there_as_a_prisoner_at_dungeon_of_s13 _But_{reg4?she:he}_is_being_held_there_as_a_prisoner_in_the_dungeon_of_{s13}.
str_log_entry_type_reg4_for_s4_total_entries_reg5 {!}DEBUG_:_Log_entry_type:_{reg4}_for_{s4},_total_entries:_{reg5}
str_error__reputation_type_for_s9_not_within_range {!}ERROR_-_reputation_type_for_{s9}_not_within_range
str_they_say_that_s9_is_a_most_conventional_maiden__devoted_to_her_family_of_a_kind_and_gentle_temperament_a_lady_in_all_her_way They_say_that_{s9}_is_a_most_conventional_maiden_-_devoted_to_her_family,_of_a_kind_and_gentle_temperament,_a_lady_in_all_her_way.
str_they_say_that_s9_is_a_bit_of_a_romantic_a_dreamer__of_a_gentle_temperament_yet_unpredictable_she_is_likely_to_be_led_by_her_passions_and_will_be_trouble_for_her_family_ill_wager They_say_that_{s9}_is_a_bit_of_a_romantic,_a_dreamer_--_of_a_gentle_temperament,_yet_unpredictable._She_is_likely_to_be_led_by_her_passions,_and_will_be_trouble_for_her_family,_I'll_wager.
str_they_say_that_s9_is_determined_to_marry_well_and_make_her_mark_in_the_world_she_may_be_a_tremendous_asset_for_her_husband__provided_he_can_satisfy_her_ambition They_say_that_{s9}_is_determined_to_marry_well_and_make_her_mark_in_the_world._She_may_be_a_tremendous_asset_for_her_husband_--_provided_he_can_satisfy_her_ambition!
str_they_say_that_s9_loves_to_hunt_and_ride_maybe_she_wishes_she_were_a_man_whoever_she_marries_will_have_a_tough_job_keeping_the_upper_hand_i_would_say They_say_that_{s9}_loves_to_hunt_and_ride._Maybe_she_wishes_she_were_a_man!_Whoever_she_marries_will_have_a_tough_job_keeping_the_upper_hand,_I_would_say.
str_they_say_that_s9_is_a_lady_of_the_highest_moral_standards_very_admirable_very_admirable__and_very_hard_to_please_ill_warrant They_say_that_{s9}_is_a_lady_of_the_highest_moral_standards._Very_admirable,_very_admirable_--_and_very_hard_to_please,_I'll_warrant.
str_s9_is_now_betrothed_to_s11_soon_we_believe_there_shall_be_a_wedding {s9}_is_now_betrothed_to_{s11}._Soon,_we_believe,_there_shall_be_a_wedding!
str_i_have_not_heard_any_news_about_her I_have_not_heard_any_news_about_her.
str_searching_for_rumors_for_s9 {!}DEBUG_:_Searching_for_rumors_for_{s9}
str_they_say_that_s9_has_shown_favor_to_s11_perhaps_it_will_not_be_long_until_they_are_betrothed__if_her_family_permits They_say_that_{s9}_has_shown_favor_to_{s11}._Perhaps_it_will_not_be_long_until_they_are_betrothed_--_if_her_family_permits.
str_they_say_that_s9_has_been_forced_by_her_family_into_betrothal_with_s11 They_say_that_{s9}_has_been_forced_by_her_family_into_betrothal_with_{s11}.
str_they_say_that_s9_has_agreed_to_s11s_suit_and_the_two_are_now_betrothed They_say_that_{s9}_has_agreed_to_{s11}'s_suit,_and_the_two_are_now_betrothed.
str_they_say_that_s9_under_pressure_from_her_family_has_agreed_to_betrothal_with_s11 They_say_that_{s9},_under_pressure_from_her_family,_has_agreed_to_betrothal_with_{s11}.
str_they_say_that_s9_has_refused_s11s_suit They_say_that_{s9}_has_refused_{s11}'s_suit.
str_they_say_that_s11_has_tired_of_pursuing_s9 They_say_that_{s11}_has_tired_of_pursuing_{s9}.
str_they_say_that_s9s_family_has_forced_her_to_renounce_s11_whom_she_much_loved They_say_that_{s9}'s_family_has_forced_her_to_renounce_{s11},_whom_she_much_loved.
str_they_say_that_s9_has_run_away_with_s11_causing_her_family_much_grievance They_say_that_{s9}_has_run_away_with_{s11},_causing_her_family_much_grievance.
str_they_say_that_s9_and_s11_have_wed They_say_that_{s9}_and_{s11}_have_wed.
str_they_say_that_s9_was_recently_visited_by_s11_who_knows_where_that_might_lead They_say_that_{s9}_was_recently_visited_by_{s11}._Who_knows_where_that_might_lead!
str_there_is_not_much_to_tell_but_it_is_still_early_in_the_season There_is_not_much_to_tell,_but_it_is_still_early_in_the_season
str_error_lady_selected_=_s9 {!}ERROR:_lady_selected_=_{s9}
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_but_it_has_been_going_on_for_a_couple_of_days_and_is_about_to_end_ {s12}There_is_a_feast_of_the_{s3}_in_progress_at_{s4},_but_it_has_been_going_on_for_a_couple_of_days_and_is_about_to_end._
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_should_last_for_at_least_another_day_ {s12}There_is_a_feast_of_the_{s3}_in_progress_at_{s4},_which_should_last_for_at_least_another_day._
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_has_only_just_begun_ {s12}There_is_a_feast_of_the_{s3}_in_progress_at_{s4},_which_has_only_just_begun._
str_not_at_this_time_no Not_at_this_time,_no.
str_s12the_great_lords_bring_their_daughters_and_sisters_to_these_occasions_to_see_and_be_seen_so_they_represent_an_excellent_opportunity_to_make_a_ladys_acquaintance {s12}The_great_lords_bring_their_daughters_and_sisters_to_these_occasions_to_see_and_be_seen,_so_they_represent_an_excellent_opportunity_to_make_a_lady's_acquaintance.
str_you_will_not_be_disappointed_sirmadam_you_will_not_find_better_warriors_in_all_calradia You_will_not_be_disappointed_{sir/madam}._You_will_not_find_better_warriors_in_all_Calradia.
str_your_excellency your_excellency
str_s10_and_s11 {s10}_and_{s11}
str_your_loyal_subjects your_loyal_subjects
str_loyal_subjects_of_s10 loyal_subjects_of_{s10}
str_the the
str_we we
str_track_down_s7_and_defeat_him_defusing_calls_for_war_within_the_s11 Track_down_{s7}_and_defeat_him,_defusing_calls_for_war_within_the_{s11}.
str_track_down_the_s9_who_attacked_travellers_near_s8_then_report_back_to_the_town Track_down_the_{s9}_who_attacked_travellers_near_{s8},_then_report_back_to_the_town.
str_fire_time__reg0_cur_time__reg1 {!}DEBUG_:_fire_time_:_{reg0},_cur_time_:_{reg1}
str_fire_set_up_time_at_city_reg0_is_reg1 {!}fire_set_up_time_at_city_{reg0}_is_{reg1}
str_our_power__reg3__enemy_power__reg4 {!}our_power_:_{reg3},_enemy_power_:_{reg4}
str_do_you_wish_to_award_it_to_one_of_your_vassals Do_you_wish_to_award_it_to_one_of_your_vassals?
str_who_do_you_wish_to_give_it_to Who_do_you_wish_to_give_it_to?
str_sire_my_lady_we_have_taken_s1_s2 {Sire/My_lady},_we_have_taken_{s1}._{s2}
str_s12i_want_to_have_s1_for_myself {s12}I_want_to_have_{s1}_for_myself._{s2}
str_fiefs_s0 (fiefs:_{s0})
str_reserved_001 {!}Reserved_001
str_production_setting_buy_from_market We_are_buying_raw_materials_from_the_market.
str_production_setting_buy_from_inventory We_are_only_using_the_raw_materials_in_our_inventory.
str_production_setting_produce_to_inventory We_are_putting_our_output_into_the_inventory.
str_production_setting_produce_to_market We_are_selling_our_output_directly_into_the_inventory.
str_feast_quest_expired You_were_unable_to_hold_a_feast_as_planned._Most_likely,_major_faction_campaigns_or_other_events_intervened._You_may_attempt_to_hold_the_feast_again,_if_you_wish.
str_whereabouts_unknown Whereabouts_unknown.
str_mulberry_groves acres_of_mulberry_groves
str_olive_groves acres_of_olive_groves
str_acres_flax acres_of_flax_fields
str_enterprise_enemy_realm {Sir/Madame},_you_are_an_enemy_of_this_realm._We_cannot_allow_you_to_buy_land_here.
str_intrigue_success_chance {!}Your_modified_relation:_{reg5},_{s4}'s_relation:_{reg4}
str_you_intend_to_denounce_s14_to_s13_on_behalf_of_s12 You_intend_to_privately_denounce_{s14}_to_{s13}_on_behalf_of_{s12}
str_you_intend_to_denounce_s14_to_his_face_on_behalf_of_s14 You_intend_to_openly_denounce_{s14}_to_his_face,_on_behalf_of_{s12}
str_you_intend_to_bring_gift_for_s14 You_intend_to_bring_velvet_and_furs_to_{s12}._Then,_speak_to_{s14},_to_see_if_{s12}_was_able_to_arrange_a_reconciliation.
str_we_will_gather_the_army_but_not_ride_until_we_have_an_objective We_will_gather_the_army,_but_not_ride_forth_until_we_have_an_objective.
