str_no_string|ŽÁDNÉ ŘETĚZCE!
str__but_he_is_holding_there_as_a_prisoner_at_dungeon_of_s13|Ale je tam držen jako vězeň v žaláři pevnosti {s13}.
str_they_say_that_s9_is_a_most_conventional_maiden__devoted_to_her_family_of_a_kind_and_gentle_temperament_a_lady_in_all_her_way|Povídá se, že {s9} je velmi konzervativní panna. Je oddaná své rodině, pyšní se milou a něžnou povahou, prostě je to dáma ve všech ohledech.
str_they_say_that_s9_is_a_bit_of_a_romantic_a_dreamer__of_a_gentle_temperament_yet_unpredictable_she_is_likely_to_be_led_by_her_passions_and_will_be_trouble_for_her_family_ill_wager|Povídá se, že {s9} miluje romantiku, ráda sní, je mírné povahy, přesto je poněkud nevypočitatelná. Nechá se snadno ovládat svými touhami a vsadím se, že své rodině bude dělat potíže. 
str_they_say_that_s9_is_determined_to_marry_well_and_make_her_mark_in_the_world_she_may_be_a_tremendous_asset_for_her_husband__provided_he_can_satisfy_her_ambition|Povídá se, že {s9} se chce dobře vdát a udělat si ve světě jméno. Mohla by pro svého manžela být obrovským přínosem. Tedy pod podmínkou, že dokáže vyhovět jejím požadavkům! 
str_they_say_that_s9_loves_to_hunt_and_ride_maybe_she_wishes_she_were_a_man_whoever_she_marries_will_have_a_tough_job_keeping_the_upper_hand_i_would_say|Povídá se, že {s9} miluje lov a jízdu na koni. Možná by raději byla mužem! Každý, kdo si ji vezme, nejspíš bude mít spoustu práce ji udržet na uzdě.
str_they_say_that_s9_is_a_lady_of_the_highest_moral_standards_very_admirable_very_admirable__and_very_hard_to_please_ill_warrant|Povídá se, že {s9} je dáma těch nejpřísnějších morálních zásad. Vysoce vážená a velmi náročná, to se vsadím.
str_s9_is_now_betrothed_to_s11_soon_we_believe_there_shall_be_a_wedding|{s9} je v současnosti zasnoubená, jejím nastávajícím je {s11}. Doufáme, že svatba bude už brzy!
str_i_have_not_heard_any_news_about_her|Nemám o ní žádné nové zprávy.
str_they_say_that_s9_has_shown_favor_to_s11_perhaps_it_will_not_be_long_until_they_are_betrothed__if_her_family_permits|Povídá se, že se {s9} dvoří dívce jménem {s11}. Možná už to nebude dlouho trvat a zasnoubí se. Pokud s tím bude její rodina souhlasit.
str_they_say_that_s9_has_been_forced_by_her_family_into_betrothal_with_s11|Povídá se, že {s9} byla svou rodinou donucena k zasnoubení. Jejím ženichem má být {s11}.
str_they_say_that_s9_has_agreed_to_s11s_suit_and_the_two_are_now_betrothed|Povídá se, že {s9} souhlasila s tím, aby se jí {s11} dvořil. Jsou teď zasnoubeni.
str_they_say_that_s9_under_pressure_from_her_family_has_agreed_to_betrothal_with_s11|Povídá se, že {s9} souhlasila pod nátlakem své rodiny se zasnoubením. Jejím ženichem má být {s11}.
str_they_say_that_s9_has_refused_s11s_suit|Povídá se, že {s9} nesouhlasila s tím, aby se jí {s11} dvořil.
str_they_say_that_s11_has_tired_of_pursuing_s9|Povídá se, že {s11} už je unaven tím, jak {s9} přehlíží jeho dvoření.
str_they_say_that_s9s_family_has_forced_her_to_renounce_s11_whom_she_much_loved|Proslýchá se, že {s9} byla rodinou přinucena vzdát se své lásky. {s11} se nyní jistě velmi trápí.
str_they_say_that_s9_has_run_away_with_s11_causing_her_family_much_grievance|Povídá se, že {s9} a {s11} spolu utekli. Pro dívčinu rodinu to musí být hrozná rána.
str_they_say_that_s9_and_s11_have_wed|Povídá se, že se {s9} a {s11} chtějí vzít.
str_they_say_that_s9_was_recently_visited_by_s11_who_knows_where_that_might_lead|Povídá se, že se {s9} a {s11} nedávno setkali. Kdo ví, jak to může skončit.
str_there_is_not_much_to_tell_but_it_is_still_early_in_the_season|Není v podstatě o čem mluvit, ale sezóna se teprve rozbíhá.
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_but_it_has_been_going_on_for_a_couple_of_days_and_is_about_to_end_|{s12}{s3} v současnosti pořádá hostinu na hradě {s4}. Slavnost však začala už před několika dny a schyluje se ke konci.
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_should_last_for_at_least_another_day_|{s12}{s3} v současnosti pořádá na hradě {s4} hostinu, která by měla trvat ještě minimálně jeden den.
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_has_only_just_begun_|{s12}{s3} v současnosti pořádá na hradě {s4} hostinu, která právě začala.
str_not_at_this_time_no|Ne, v současnosti ne.
str_s12the_great_lords_bring_their_daughters_and_sisters_to_these_occasions_to_see_and_be_seen_so_they_represent_an_excellent_opportunity_to_make_a_ladys_acquaintance|{s12}Mocní páni to berou jako příležitost uvést své dcery do společnosti, takže je to skvělá šance, jak se seznámit s nějakou dívkou.
str_you_will_not_be_disappointed_sirmadam_you_will_not_find_better_warriors_in_all_calradia|Nebudeš litovat, {pane/paní}. V celé Calradii nenarazíš na lepší válečníky.
str_your_excellency|Vaše Excelence
str_s10_and_s11|{s10} a {s11}
str_your_loyal_subjects|tví oddaní poddaní
str_loyal_subjects_of_s10|věrní poddaní pána jménem {s10}
str_the|
str_we|my
str_track_down_s7_and_defeat_him_defusing_calls_for_war_within_the_s11|{s7} musí být vypátrán a zabit. Snížíš tím hrozbu propuknutí války s říší {s11}.
str_track_down_the_s9_who_attacked_travellers_near_s8_then_report_back_to_the_town|{s9} napadli cestující poblíž města {s8}. Najdi je a pak se vrať do města s hlášením.
str_do_you_wish_to_award_it_to_one_of_your_vassals|Chceš tuto odměnu věnovat některému ze svých vazalů?
str_who_do_you_wish_to_give_it_to|Komu to chceš dát?
str_sire_my_lady_we_have_taken_s1_s2|{Můj pane/Má paní}, {s1} nyní patří nám. {s2}
str_s12i_want_to_have_s1_for_myself|{s12}{s1} mi právem náleží! {s2}
str_fiefs_s0|(léna: {s0})
str_production_setting_buy_from_market|Suroviny nakupujeme na trhu.
str_production_setting_buy_from_inventory|Používáme suroviny pouze z našich zdrojů.
str_production_setting_produce_to_inventory|Přebytky uskladňujeme.
str_production_setting_produce_to_market|Přebytky přímo prodáváme.
str_feast_quest_expired|Plánovanou oslavu se ti nepodařilo uskutečnit. Nejspíš ji přerušila vojenská tažení nebo jiné důležité okolnosti. Můžeš ji ale uspořádat znovu, budeš-li chtít.
str_whereabouts_unknown|Místo neznámé.
str_mulberry_groves|akry morušových hájů
str_olive_groves|akry olivových hájů
str_acres_flax|akry lněných polí
str_enterprise_enemy_realm|{Pane/Paní},patříš k nepřátelům této země. Nemůžeme ti dovolit kupovat zdejší půdu.
str_you_intend_to_denounce_s14_to_s13_on_behalf_of_s12|Chceš vznést soukromé obvinění. Obžalovaný: {s14}, obvinění: {s13} jménem: {s12}
str_you_intend_to_denounce_s14_to_his_face_on_behalf_of_s14|Chceš svému soupeři ({s14}) vmést obvinění přímo do tváře. Proneseš je jménem: {s12}
str_you_intend_to_bring_gift_for_s14|{s12} musí dostat své kožešiny a samet. Pak si promluv s osobou {s14} a zjisti, jestli už {s12} urovnal vztahy mezi nimi.
str_we_will_gather_the_army_but_not_ride_until_we_have_an_objective|Shromáždíme vojsko, ale nevyjedeme, dokud nebudeme mít cíl.
str_we_shall_lay_siege_to_an_easy_fortress_to_capture|Soustředíme své síly na jejich nejzranitelnější pevnost.
str_we_shall_strike_at_the_heart_of_our_foe_and_seize_the_fortress_of_s14|Snažíme se jim zasadit takový úder, který způsobí co největší škody.
str_we_shall_take_the_fortress_of_s14_which_appears_easily_defensible|Snažíme se obsadit nějakou pevnost, kterou bychom mohli co nejlépe chránit.
str_we_shall_cut_a_fiery_trail_through_their_richest_lands_to_draw_them_out_to_battle|Poznamenáme jejich nejbohatší země ohnivou stopou, abychom je zatáhli do bitvy.
str_strategy_criticism_rash|Myslím, že tato strategie je poněkud ukvapená. Zbytečně tím riskujeme životy našich mužů.
str_strategy_criticism_cautious|Domnívám se, že tato strategie je přehnaně opatrná - než dosáhneme nějakého úspěchu, naši vojáci umřou nudou.
str_tavernkeeper_invalid_quest| má něco na práci, ale nějak se nemohu vzpomenout na bližší podrobnosti.
str_faction_title_male_player|Pán {s0}
str_faction_title_male_1|Hrabě {s0}
str_faction_title_male_2|Bojar {s0}
str_faction_title_male_3|{s0} Nojan
str_faction_title_male_4|Jarl {s0}
str_faction_title_male_5|Hrabě {s0}
str_faction_title_male_6|Emír {s0}
str_faction_title_female_player|Paní {s0}
str_faction_title_female_1|Hraběnka {s0}
str_faction_title_female_2|Bojarka {s0}
str_faction_title_female_3|{s0} Hatun
str_faction_title_female_4|Grevinne {s0}
str_faction_title_female_5|Hraběnka {s0}
str_faction_title_female_6|Sajeda {s0}
str_name_kingdom_text|Jak se bude tvé království jmenovat?
str_default_kingdom_name|Království {s0}
str_lord_defects_ordinary|Jeden z pánů přeběhl^^{s1} prohlašuje, že {reg4?její:jeho} věrnost již nemá {s3}, nýbrž {s2}
str_lord_defects_player|Jeden z pánů přeběhl^^{s1} prohlašuje, že {reg4?její:jeho} věrnost již nemá {s3}, nýbrž {s2}. Poněkud váhavě se připojuje ke tvému království. Má-li ti přísahat svou věrnost, zajdi na svůj dvůr.
str_lord_defects_player_faction|Jeden z pánů přeběhl^^{s1} prohlašuje, že {reg4?její:jeho} věrnost již nemá {s3}, nýbrž {s2}. Poněkud váhavě se připojuje ke tvému království. Má-li ti přísahat svou věrnost, zajdi na svůj dvůr.
str_lord_indicted_player_faction|{s6} tvrdí, že, {s4} von {s5} je {obviněn/obviněna} z vlastizrady. {reg4?Proradná zrádkyně:Proradný zrádce} {reg4?přišla:přišel} o všechen majetek a nyní se snaží spasit útěkem. Touží se přidat ke tvému království. Budeš-li chtít, může ti přísahat {reg?} věrnost.
str_lord_indicted_dialog_approach|Zdravím tě, {můj pane/má paní}. Snad už jsi {slyšel/slyšela}, že {s10} se mnou špatně zachází. Ty však máš pověst {pána, který/paní, která} se ke svým vazalům chová milostivě. Bylo by mi ctí ti sloužit jako tvůj vazal.
str_lord_indicted_dialog_approach_yes|A mně bude ctí přijmout tvou přísahu.
str_lord_indicted_dialog_approach_no|Je mi líto, ale tvé služby nepotřebuji.
str_lord_indicted_dialog_rejected|Vážně? Nu, možná že pověsti o tobě poněkud přehánějí. Sbohem, {můj pane/má paní} - zajdu za jiným calradijským vládcem, který mé schopnosti lépe ocení.
str__has_been_worried_about_bandits_establishing_a_hideout_near_his_home| se obává, že se v tomto kraji usadili bandité.
str_bandit_lair_quest_description|Cílem, který máš najít a zničit, je {s9}. Potom se hlaš ve městě {s11}.
str_bandit_hideout_preattack|Přicházíš ke skrýši. {s4} si tě zatím nevšimli, takže se stále ještě můžeš nepozorovaně odplížit. Po strastiplné cestě se před tebou konečně rozkládá {s5}. Nyní musíš rozhodnout, co dál - cesta k tomuto sídlu je velmi nesnadná, dá se sem dostat pouze s hrstkou bojovníků a bez koní. A pokud nepřátele neporazíte hned na první pokus, tlupa se rychle vzpamatuje a {s4} zmizí jako pára nad hrncem. Chceš na skrýš zaútočit, nebo si počkat na jinou příležitost?
str_bandit_hideout_failure|{s4} odráží tvůj útok. Když shromáždíš své vojáky a vyrazíš znovu do útoku, zjistíš, že tví protivníci se rozplynuli jako pára nad hrncem. Nejspíš prchli do okolní krajiny, kde budou jistě i nadále přepadat nic netušící poutníky.
str_bandit_hideout_success|Útěk byl zmařen a {s4} pod tvými ranami padají jako mouchy. Jejich skrýš i nepoctivě nabitý majetek nyní patří tobě.
str_bandit_approach_defile|úzkou soutěskou
str_bandit_approach_swamp|přes borovou bažinu
str_bandit_approach_thickets|přes husté křoviny
str_bandit_approach_cliffs|cestou podél útesu
str_bandit_approach_cove|korytem řeky, která protíná mořské útesy
str_political_explanation_lord_lacks_center|V tomto případě léno připadne tomu, kdo nemá žádnou zemi ani příjmy.
str_political_explanation_lord_took_center|V tomto případě pevnost připadne tomu, kdo ji dobyl.
str_political_explanation_most_deserving_friend|V tomto případě jsem hledal mezi svými nejbližšími přáteli a společníky a rozhodl jsem se, že léno dostane ten, kdo si je nejvíce zaslouží.
str_political_explanation_most_deserving_in_faction|V tomto případě jsem zvážil možnosti všech pánů z této říše a rozhodl jsem se, že léno dostane ten, kdo si je nejvíce zaslouží.
str_political_explanation_self|Jelikož žádný schopný kandidát není k dispozici, navrhuji {sama/samu} sebe.
str_political_explanation_marshal|Vybírám nejstatečnějšího z našich urozených, kterému věřím a jehož jméno není poskvrněno žádnými spory.
str_prisoner_at_large|velké, když únosci padli v bitvě. Myslím, že tvůj přítel se brzy objeví.
str_quick_battle_scene_1|Chalupa
str_quick_battle_scene_2|Oáza
str_quick_battle_scene_3|Tulbucký průsmyk
str_quick_battle_scene_4|Hrad Hajma
str_quick_battle_scene_5|Hrad Ulbas
str_quick_battle_troop_1|Po západu slunce si nikdo netroufne vyjít do města jinak než v doprovodu ozbrojenců, a to všechno jen kvůli jedinému člověku - Rodrigovi de Braganca. Býval to obchodník se zářícíma očima, který do Tihru dorazil s menším jměním v rubínech a se snem, že ovládne trh se sametem. Ten se mu však zanedlouho zhroutil jako domeček z karet, neboť dravá konkurence rhodockých obchodníků ho brzy o všechno připravila a někdejší boháč se proměnil v chuďasa. Svým nepřátelům to však nedaroval a začal kout pomstu - shromáždil kolem sebe podobně laděné lidi a postupně ve Veluce vybudoval obrovskou zločineckou síť, která má své zástupce takřka v každém větším městě. O svou spravedlnost bojoval mečem a nyní je odměna na jeho hlavu vyšší než majetek, o který jej kdysi připravili. Nejvíce ho těší, když může své bývalé konkurenty připravovat o hmotné statky i o život.
str_quick_battle_troop_2|Když bylo Usiatře pouhých sedmnáct let, stala se hlavou tlupy banditů, s níž obsadila Siri - malou vísku v jižní poušti mimo Calradii. Pod jejím vedením pak tato banda začala působit po celém jihu. Lapkové tuto ďábelskou ženu fanaticky uctívají, neboť se v ní snoubí chytrost a rozhodnost s nemilosrdnou touhou po moci a takřka nelidskou vypočítavostí. Žije velice zvrhlým a zhýralým životem, plným krutosti, ukrutného drancování a zkázy, kterou rozsévá všude, kam vkročí. Síla jejích hrdlořezů, vrozený smysl pro strategii a promyšlené vojenské plánování způsobují, že se s ní v její vlasti nikdo nemůže měřit. Jelikož se její řádění již řádně podepsalo na stavu kraje, obrátila nyní své zraky směrem k bohatým calradijským zemím a její cháska vtrhla i do našich končin.
str_quick_battle_troop_3|Hegen se narodil jako druhý syn drobného šlechtice, který přebýval poblíž Uxchalu. Jakožto synovi z urozené rodiny se mu dostalo vzdělání v umění vojevodském i válečnickém. Po pasování na rytíře sloužil jako námezdní rytíř ve vojsku pána z Uxchalu a bojoval proti Vaegirským. Později velel vojenské skupině, která poblíž Amere odrazila celý nájezd Khergitů. Tím si vysloužil slávu a pověst vynikajícího bojovníka. Ta však rychle vybledla, když byl uzavřen mír a on byl propuštěn ze služby. Jelikož nebyl nejstarším synem, nemohl se utěšovat vyhlídkou na dědictví, a jako bojovník v dobách míru mohl těžko hledat nějaké živobytí. A tak shromáždil další mladé válečníky a stal se žoldnéřským kapitánem. Nyní doufá, že brzy opět vypuknou nějaké boje a jeho meč bude mít práci jako za starých dobrých časů. Vzhledem k tomu, že Calradie nikdy nepostrádala nepřátele, se jistě najdou tací, kteří jej do řad své armády rádi přijmou.
