str_no_string|NO STRING!
str_unfortunately_s12s_grip_is_very_strong_unless_we_can_loosen_it_it_may_be_difficult_to_find_allies|Niestety, {s12} ma poparcie wśród lordów, a jego panowanie jest bardzo silne. Dopóki go nie poluźnimy, znalezienie sojuszników może być trudne.
str_playername_come_to_plague_me_some_more_have_you|{playername}... Znów przychodzisz mnie nękać, prawda?
str_ah_it_is_you_again|Ach. To znowu ty...
str_well_playername|Cóż, {playername}.
str_flagon_of_mead|dzban miodu
str_skin_of_kumis|bukłak kumysu
str_mug_of_kvass|kubek kwasu chlebowego
str_cup_of_wine|kielich wina
str_you_intend_to_challenge_s13_to_force_him_to_retract_an_insult|{s13} dopuścił się zniewagi. Planujesz rzucić mu wyzwanie, aby zmusić go do odwołania zniewagi.
str_youll_have_to_speak_to_me_at_some_other_time_then|Będziesz zatem musia{ł/ła} porozmawiać ze mną kiedy indziej.
str_this_is_no_time_for_words|To nie jest czas na pogaduszki!
str_of_course_my_wife|Oczywiście, moja żono.
str_perhaps_not_our_marriage_has_become_a_bit_strained_dont_you_think|Może nie. Nasze małżeństwo stało się nieco napięte, nie sądzisz?
str_why_is_that_my_wife_actually_our_marriage_has_become_such_that_i_prefer_to_have_a_witness_for_all_of_our_converations|A to dlaczego, moja żono? Nasze małżeństwo doszło do takiego stanu, że przy wszystkich naszych rozmowach wolę mieć świadka.
str_all_right_then_what_do_you_have_to_say_out_with_it|W porządku. Co masz do powiedzenia? Mów.
str_bah__im_in_no_mood_for_whispering_in_the_corner|Bah - Nie mam nastroju na szepty po kątach.
str_bah_i_dont_like_you_that_much_im_not_going_to_go_plot_with_you_in_some_corner|Bah. Aż tak cię nie lubię. Nie zamierzam spiskować z tobą po kątach.
str_well__now_what_do_you_have_to_propose|Cóż... Co teraz masz do zaproponowania?
str_trying_our_hand_at_intrigue_are_we_i_think_not|Sprawdzamy, jak idzie nam intrygowanie? Myślę, że nie
str_hah_i_trust_you_as_a_i_would_a_serpent_i_think_not|Hah! Ufam ci, jak diabłu. Myślę, że nie.
str_i_do_not_like_to_conduct_my_business_in_the_shadows_but_sometimes_it_must_be_done_what_do_you_have_to_say|Nie lubię załatwiać swoich spraw w cieniu, ale czasami tak trzeba. Co masz do powiedzenia?
str_i_would_prefer_to_conduct_our_affairs_out_in_the_open|Wolałbym załatwiać nasze sprawy otwarcie.
str_do_not_take_this_amiss_but_with_you_i_would_prefer_to_conduct_our_affairs_out_in_the_open|Nie zrozum mnie źle, ale z tobą wolałbym załatwiać nasze sprawy otwarcie.
str_hmm_you_have_piqued_my_interest_what_do_you_have_to_say|Hm... Wzbudził{eś/aś} moje zainteresowanie. Co masz do powiedzenia?
str_em_lets_keep_our_affairs_out_in_the_open_for_the_time_being|Em... Na razie nie ukrywajmy naszych spraw.
str_thats_sensible__the_world_is_full_of_churls_who_poke_their_noses_into_their_betters_business_now_tell_me_what_it_is_that_you_have_to_say|To ma sens - świat jest pełen prostaków, którzy wtykają swoje nosy w sprawy lepszych od siebie. Teraz mów, co masz do powiedzenia.
str_what_do_you_take_me_for_a_plotter|Za kogo mnie bierzesz? Spiskowca?
str_well_i_normally_like_to_keep_things_out_in_the_open_but_im_sure_someone_like_you_would_not_want_to_talk_in_private_unless_heshe_had_a_good_reason_what_is_it|Cóż, normalnie lubię załatwiać sprawy otwarcie, ale jestem pewien, że ktoś taki jak ty nie chciałby rozmawiać prywatnie, nie mając dobrego powodu. O co chodzi?
str_surely_we_can_discuss_whatever_you_want_to_discuss_out_here_in_the_open_cant_we|Z pewnością możemy porozmawiać na każdy temat, który chciałbyś omówić, tutaj, nie kryjąc się, prawda?
str_im_a_simple__man_not_one_for_intrigue_but_id_guess_that_you_have_something_worthwhile_to_say_what_is_it|Jestem prostym człowiekiem, którego nie interesują intrygi, ale sądzę, że masz do powiedzenia coś wartego uwagi. O co chodzi?
str_forgive_me_but_im_not_one_for_going_off_in_corners_to_plot|Wybacz mi, ale nie jestem z tych, co kryją się po kątach, by spiskować.
str_please_do_not_take_this_amiss_but_i_do_not_trust_you|Proszę, nie zrozum mnie źle, ale nie ufam ci.
str_certainly_playername_what_is_it|Oczywiście, {playername}. O co chodzi?
str_forgive_me_but_id_prefer_to_keep_our_conversations_in_the_open|Wybacz mi, ale wolałbym, aby nasza rozmowa nie toczyła się w ukryciu.
str_please_do_not_take_this_amiss_but_im_not_sure_you_and_i_are_still_on_those_terms|Proszę, nie zrozum tego źle, ale nie jestem pewien, czy ty i ja nadal podlegamy tym warunkom.
str_really_well_this_is_the_first_i_have_heard_of_it_unless_you_build_up_support_for_that_claim_you_may_find_it_difficult_to_find_allies_however_whenever_you_see_fit_to_declare_yourself_publically_as_queen_i_should_be_honored_to_be_your_consort|Naprawdę? Cóż, pierwszy raz o tym słyszę. Jeśli nie zapewnisz sobie wsparcia względem tego roszczenia, ciężko może ci być znaleźć sojuszników. W dowolnym momencie, gdy uznasz za stosowne publicznie ogłosić się królową, będę zaszczycony, mogąc być twoim małżonkiem.
str_yes_i_have_heard_such_talk_while_it_is_good_that_you_are_building_up_your_support_i_do_not_think_that_you_are_quite_ready_to_proclaim_yourself_yet_however_i_will_let_you_be_the_judge_of_that_and_when_you_decide_i_should_be_honored_to_be_your_consort|Tak... Słyszałem takie rozmowy. Dobrze, że zapewniasz sobie wsparcie, ale nie sądzę, abyś była już gotowa ogłosić się królową. Od ciebie zależy jednak decyzja, a gdy ją podejmiesz, będę zaszczycony, mogąc być twoim małżonkiem.
str_yes_and_many_others_in_calradia_think_so_as_well_perhaps_it_is_time_that_you_declared_yourself_and_we_shall_ride_forth_together_to_claim_your_throne_i_should_be_honored_to_be_your_consort|Tak... I podobnie myśli wielu innych ludzi w Calradii. Być może nadszedł czas, byś ogłosiła się królową, i byśmy wspólnie ruszyli zdobyć twój tron. Będę zaszczycony, mogąc być twoim małżonkiem.
str_i_am_disturbed_about_my_lord_s15s_choice_of_companions|Niepokoją mnie towarzysze, których dobrał sobie mój lord, {s15}.
str_well_ill_be_honest_i_feel_that_sometimes_s15_overlooks_my_rights_and_extends_his_protection_to_the_unworthy|Cóż, będę szczery. Czuję, że czasami {s15} wykracza poza moje prawa i chroni tych, którzy nie są tego godni.
str_heh_one_thing_that_ill_say_about_s15_is_that_he_has_a_ripe_batch_of_bastards_in_his_court|Heh. Co tu mogę powiedzieć... Ano to, że {s15} obraca się wokół bandy łotrów, która rezyduje na {reg15?jej:jego} dworze.
str_well_sometimes_i_have_to_say_that_i_question_s15s_judgment_regarding_those_who_he_keeps_in_his_court|Cóż, czasami muszę powiedzieć, że nie zgadzam się z poglądami, jakie {s15} ma na temat osób, które trzyma na swoim dworze.
str_s15_is_a_weak_man_who_too_easily_lends_his_ear_to_evil_council_and_gives_his_protection_to_some_who_have_done_me_wrong|{s15} jest słabym władcą, który chętnie słucha złych rad i chroni tych, którzy wyrządzili mi krzywdę.
str_i_will_confess_that_sometimes_i_worry_about_s15s_judgment_particularly_in_the_matter_of_the_counsel_that_he_keeps|Przyznam, że czasami martwią mnie poglądy {s15}, zwłaszcza w kwestii doradców, których trzyma u siebie.
str_what_do_i_think_i_think_that_s15_is_a_vile_pretender_a_friend_to_the_flatterer_and_the_hypocrite|Co ja myślę? Myślę, że {s15} to wstrętny symulant, przyjaciel pochlebców i hipokrytów.
str_well_s15_is_not_like_you_ill_say_that_much|Cóż, {s15} nie jest taki jak ty. Tyle powiem.
str_s15_long_may_he_live|{s15}? Niech nam długo żyje!
str_he_is_my_liege_that_is_all_that_i_will_say_on_this_matter|{s15} jest moim lennikiem. To wszystko, co powiem w tej sprawie.
str_that_you_are_the_rightful_heir_to_the_throne_of_calradia|Że ty jesteś prawowitym następcą tronu Calradii?
str_that_s14_is_the_rightful_ruler_of_calradia|Że {s14} jest prawowitym władcą Calradii?
str_that_s14_will_rule_this_land_justly|Że {s14} będzie rządzić tym krajem sprawiedliwie?
str_that_s14_will_protect_our_rights_as_nobles|Że {s14} będzie bronić naszych praw jako szlachty?
str_that_s14_will_unify_this_land_and_end_this_war|Że {s14} zjednoczy ten kraj i zakończy tę wojnę?
str_that_s14_will_reward_me_with_a_fief|Że {s14} nagrodzi mnie lennem?
str_king|król
str_queen|królowa
str_khan|chan
str_i|moja osoba
str_according_to_the_ancient_law_and_custom_of_the_calradians_s45_should_be_s47|Zgodnie z dawnym prawem i obyczajem Calradian, {s45} to {s47}.
str_because_s44_is_the_rightful_s47_of_the_s46|Ponieważ {s44} jest prawowitym {s47} {s46}
str_you_speak_of_claims_and_legalities_yet_to_others_you_talk_of_bringing_peace_by_force|Jednym mówisz o żądaniach i praworządności, innym zaś o pokoju zaprowadzonym siłą
str_you_speak_of_bringing_peace_by_force_yet_to_others_you_make_legal_claims|Jednym mówisz o zaprowadzeniu pokoju siłą, innym zaś o prawomocnych roszczeniach.
str_you_speak_to_some_of_upholding_the_rights_of_the_commons_yet_you_speak_to_others_of_uphold_the_rights_of_nobles_what_if_those_rights_are_in_conflict|Jednym mówisz o utrzymaniu praw ogółu, innym natomiast o utrzymaniu praw szlachty. Co, jeśli te prawa są sprzeczne?
str_you_speak_to_me_of_upholding_my_rights_as_a_lord_but_to_others_you_talk_of_upholding_the_rights_of_all_commons_what_if_those_rights_come_into_conflict|Mi mówisz o utrzymaniu moich praw jako lorda, innym zaś o utrzymaniu praw ogółu. Co, jeśli te prawa będą się wykluczać?
str_a_claim_should_be_strong_indeed_before_one_starts_talking_about_it|Roszczenie powinno być naprawdę mocne, zanim ktoś zacznie o nim mówić.
str_a_king_should_prove_his_valor_beyond_any_doubt_before_he_starts_talking_about_a_claim_to_the_throne|Nim zacznie rościć sobie pretensje do tronu, król powinien udowodnić swoją odwagę poza wszelką wątpliwość.
str_you_must_prove_yourself_a_great_warrior_before_men_will_follow_you_as_king|Aby ludzie poszli za tobą jak za królem, musisz pokazać, że jesteś wielkim wojownikiem.
str_a_claim_to_the_throne_should_be_strong_indeed_before_one_presses_it|Roszczenia do tronu powinny być naprawdę mocne, zanim ktoś zacznie o niego zabiegać.
str_indeed_but_a_man_must_also_prove_himself_a_great_warrior_before_men_will_follow_you_as_king|Rzeczywiście. Mężczyzna musi jednak udowodnić, że jest wielkim wojownikiem, nim ludzie pójdą za nim, jak za królem.
str_my_pigherd_can_declare_himself_king_if_he_takes_he_fancy_i_think_you_need_to_break_a_few_more_heads_on_tbe_battlefield_before_men_will_follow_you|Mój świniopas może ogłosić się królem, jeśli tak mu się spodoba. Myślę, że musisz rozbić jeszcze kilka głów na polu bitwy, nim ludzie pójdą za tobą.
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_suggest_that_you_to_build_your_claim_on_stronger_foundations_so_that_men_will_follow_you|Jeśli nie chcesz umrzeć na szafocie, tak jak wielu pechowych pretendentów przed tobą, sugeruję, abyś swoje roszczenia opar{ł/ła} na silniejszych podstawach, tak, by ludzie poszli za tobą.
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_advise_you_prove_yourself_on_the_field_of_battle_so_that_men_will_follow_you|Jeśli nie chcesz umrzeć na szafocie, tak jak wielu pechowych pretendentów przed tobą, doradzam, abyś wykazał się w bitwie, tak, by ludzie poszli za tobą.
str_talk_is_for_heralds_and_lawyers_real_kings_prove_themselves_with_their_swords|Rozmowy są dla posłańców i uczonych w prawie. Prawdziwi królowie dochodzą swych praw mieczem.
str_i_were_you_i_would_try_to_prove_myself_a_bit_more_before_i_went_about_pressing_my_claim|Gdybym był tobą, zanim zacząłbym zgłaszać swoje roszczenia, spróbowałbym bardziej się wykazać.
str_indeed_please_continue|Rzeczywiście. Kontynuuj, proszę.
str_me|Jam
str_i_worry_about_those_with_whom_you_have_chosen_to_surround_yourself|Martwi się o tych, którymi postanowiłeś się otoczyć.
str_there_are_some_outstanding_matters_between_me_and_some_of_your_vassals_|Pomiędzy mną, a niektórymi spośród twoich wasali są pewne zaległe sprawy. 
str_my_liege_has_his_faults_but_i_dont_care_for_your_toadies|Mój suzeren ma swoje wady, ale nie obchodzą mnie twoi pochlebcy.
str_i_think_youre_a_good_man_but_im_worried_that_you_might_be_pushed_in_the_wrong_direction_by_some_of_those_around_you|Myślę, że jesteś dobrym człowiekiem, ale boję się, że ci, którzy cię otaczają, mogą popchnąć cię w złym kierunku.
str_i_am_loathe_to_fight_alongside_you_so_long_as_you_take_under_your_wing_varlots_and_base_men|Nie będę walczył u twego boku, dopóki pod swoimi skrzydłami będziesz miał hultajów i podłych ludzi.
str_ill_be_honest__with_some_of_those_who_follow_you_i_think_id_be_more_comfortable_fighting_against_you_than_with_you|Będę szczery - myślę, że chętniej walczyłbym przeciwko niektórym ludziom, którzy cię otaczają, niż z nimi u twego boku.
str_i_say_that_you_can_judge_a_man_by_the_company_he_keeps_and_you_have_surrounded_yourself_with_vipers_and_vultures|Mówią, że człowieka można osądzić po ludziach, którymi się otacza, a tym masz wokół siebie żmije i sępy.
str_you_know_that_i_have_always_had_a_problem_with_some_of_our_companions|Wiesz, że zawsze miałem kłopoty z niektórymi z naszych towarzyszy.
str_politically_i_would_be_a_better_position_in_the_court_of_my_current_liege_than_in_yours|Z politycznego punktu widzenia, byłbym w lepszej pozycji na dworze mojego obecnego suzerena niż na twoim.
str_i_am_more_comfortable_with_you_and_your_companions_than_with_my_current_liege|Myślę, że lepiej bym się czuł w towarzystwie twoim i twoich kompanów, niż u boku mojego obecnego suzerena
str_militarily_youre_in_no_position_to_protect_me_should_i_be_attacked_id_be_reluctant_to_join_you_until_you_could|Z wojskowego punktu widzenia, nie jesteś w stanie mnie bronić, gdybym został zaatakowany. Nie chcę przystawać do ciebie, dopóki się to nie zmieni.
str_militarily_when_i_consider_the_lay_of_the_land_i_realize_that_to_pledge_myself_to_you_now_would_endanger_my_faithful_retainers_and_my_family|Gdy patrzę na położenie tego kraju z wojskowego punktu widzenia, mam świadomość, że ślubowanie ci wierności teraz zagroziłoby moim wiernym poddanym i mojej rodzinie.
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_i_dont_mind_a_good_fight_but_i_like_to_have_a_chance_of_winning|Z wojskowego punktu widzenia, nie jesteś w stanie przyjść mi z pomocą, gdyby ktoś mnie zaatakował. Nie mam nic przeciwko dobrej walce, ale lubię mieć szanse na zwycięstwo.
str_militarily_you_would_have_me_join_you_only_to_find_myself_isolated_amid_a_sea_of_enemies|Z wojskowego punktu widzenia, gdybym przyłączył się do ciebie, zostałbym otoczony przez wrogów.
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_youd_let_me_be_cut_down_like_a_dog_id_bet|Z wojskowego punktu widzenia, nie jesteś w stanie przyjść mi z pomocą, gdyby ktoś mnie zaatakował. Mogę się założyć, że pozwolił{byś/abyś}, by mnie zarżnęli jak psa.
str_militarily_i_wouldnt_be_any_safer_if_i_joined_you|Z wojskowego punktu widzenia, moje bezpieczeństwo nie wzrośnie, jeśli się do ciebie przyłączę.
str_militarily_i_might_be_safer_if_i_joined_you|Z wojskowego punktu widzenia, mógłbym czuć się bezpieczniej, jeśli się do ciebie przyłączę.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_very_high|Posłuszeństwo powinno się zmieniać ostrożnie, nawet jeśli jest ku temu dobry powód, ponieważ niedobrze jest zyskać miano tego, który łatwo zmienia przymierza. W takim przypadku, moja reputacja bardzo by ucierpiała.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_significant|Posłuszeństwo powinno się zmieniać ostrożnie, nawet jeśli jest ku temu dobry powód, ponieważ niedobrze jest zyskać miano tego, który łatwo zmienia przymierza. W takim przypadku, moja reputacja znacząco by ucierpiała.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_however_many_men_would_understand|Posłuszeństwo powinno się zmieniać ostrożnie, nawet jeśli jest ku temu dobry powód, ponieważ niedobrze jest zyskać miano tego, który łatwo zmienia przymierza. Jednak w tym przypadku moi ludzie zrozumieją.
str_i_will_not_have_it_be_said_about_me_that_i_am_a_traitor_that_is_my_final_decision_i_have_nothing_more_to_say_on_this_matter|Nie pozwolę mówić o sobie, jako zdrajcy. To moja ostateczna decyzja. Nie mam nic więcej do powiedzenia w tej sprawie.
str_i_am_pledged_to_defend_s14_i_am_sorry_though_we_may_meet_on_the_battlefield_i_hope_that_we_will_still_be_friends|Mam obowiązek bronić mego pana, którym jest {s14}. Przykro mi. Choć możemy spotkać się na polu bitwy, mam nadzieję, że nadal będziemy przyjaciółmi.
str_i_really_cannot_bring_myself_to_renounce_s14_i_am_sorry_please_lets_not_talk_about_this_any_more|Naprawdę nie mogę zmusić się, by zrezygnować z przycięgi, którą złożyłem memu panu. {s14} mógłby uznać mnie za zdrajcę. Przykro mi. Proszę, nie mówmy już o tym więcej.
