str_no_string|NINCS SZÖVEG!
str_quick_battle_troop_4|Konrad vérbeli zsoldos Balion távoli országából, a hatalmas nyugati óceánon túlpartjáról. Mivel élete nagy részét hadjáratokon töltötte és számtalan csatát látott már, Konrad megszerette a zsoldoséletet. Bár egyszer egy buzogánycsapás belapította orrát és számos sebesülést szedett már össze, ennek ellenére is karja erejének, veleszületett dörzsöltségének és szerencséjének köszönhetően mindeddig túlélte szakmája kíméletlen kihívásait. Hallva, hogy milyen jövedelmező életpálya várja a magafajtákat Calradiában, Konrad hajóra szállt és embereivel átszelte az óceánt, hogy új háborúkban mérettesse meg magát. Igazi, egyik  calradiai államhoz sem kötődő zsoldosként boldogan felajánlja szolgálatait bármelyik főúrnak, aki elég vastag pénztárcával rendelkezik ehhez.
str_quick_battle_troop_5|Sverre az úgynevezett tengeri rablók - az Északi-tengeren túl elterülő Jumne jeges birodalmából, a nordok állítólagos őshazájából származó martalócok és törvényen kívüliek  - egyike. Már fiatalemberként sokszor ütött rajta a werchegi régióban élő távoli rokonain és a vaegireken. Ugyanakkor Sverre mindig eszes fickó volt, és hamar felismerte, hogy Calradia sokkal gazdagabb föld otthonánál, ahol sokkal jobban élhet, mint sajátjai között. Egyszer, egy jayeki rajtaütés alkalmával Sverre - miközben bajtársai a falut fosztogatták és túszokat ejtettek - köddé vált. A Chalbek-hegységből származó parasztnak kiadva magát Sverre hamar ádáz harcosként tett szert hírnévre, és jelenleg egy zsoldoscsapat fejeként keresi kenyerét.
str_quick_battle_troop_6|A vaegir tundra messzeségéből, Charnyéból származó Borislav igazi vadász. Egész életében vadállatokat hajtott húsukért és prémjükért, és a földből élt, csakúgy mint azt ősapjai tették a boldogabb időkben, még a háborúk előtt. Ám manapság a vadakat elriasztja a folytonos csatazaj és mivel a katonák céltalanul öldösik le a maradékot, így hamar kiürülnek azok az  erdők is, amelyeket még senki nem égetett porig. Mivel az éhhalál fenyegette, Borislav úgy döntött, hogy a Szarvas-, farkas- és medvevadászatok során szerzett íjászi és lándzsaforgatói készségeit inkább embervadászatok során hasznosítja a jövőben, így biztos keze és éles szeme sok életnek vetett véget idejekorán. Borislavot nem érdeklik különösebben a királyságok vitái, csak azzal törődik, hogy meglegyen saját és emberei betevője.
str_quick_battle_troop_7|Stavros Zendar független városállamában született és felnőtt életének jó részét városőrként töltötte a híres Hareck kapitány irényítésa alatt. Stavros nagy hasznát vette vezetői készségeinek és vitézségének a környéken felbukkanó rettegett foyami kalózok elleni harcban, de tehetetlen volt a város balsorsával szemben. Amikor Zendart porig rombolta egy nagy tengeri rablóhorda, Stavros egy csoport menekülttel egyetemben maga mögött hagyta a várost. Egy ideig kóborolt és mindenféle munkákat elvállalt, majd egy zsoldoscsapatnál talált magának helyet, ahol elszántságának és taktikai érzékének köszönhetően vezetővé lépett elő. Manapság leginkább fejvadászoknak és a helyi hatóságoknak dolgozik, tengeri rablókat és más törvényen kívülieket üldöz, és megpróbálja a vidéket biztonságossá tenni az utazók számára. 
str_quick_battle_troop_8|A sarranida területeken túl fekvő sivatagban élő nomád törzsek egyikében felnőve Gamara hamar megtanult parittyával és lándzsával vadászni. Azonban az egyszerű és könyörtelen sivatagi életkörülmények nem elégítették ki igényeit és égett a vágytól, hogy láthassa azt a nagyszerű világot, amelyről oly sok csodás mesét hallott. Az élet nem könnyű egy kalandornő számára, így Gamarának hamar hozzá kellett szoknia a calradiai életmódhoz. Egy összekülönbözést követően megtámadta egy  katona, aki ezért fegyvereivel, páncéljával és életével fizetett. Gamara szépségét azóta vastag sarranida gúnya alá rejti, így sokan azt sem sejtik, hogy nő, főleg, hogy a harctéren éppoly veszélyes, mint bármelyik férfi. Egy csoportnyi követőt gyűjtött maga köré, akikkel együtt róják e véráztatta földet a dicsőség reményében.  
str_quick_battle_troop_9|Aethrod nem épp nemesi származású. Nevét kétszer is megváltoztatta, és állítólag a vaegir területeken elkövetett bűncselekmények legtöbbje az ő lelkén szárad. Igaz, vagy sem, ő állítja, hogy sosem vette el egyetlen ártatlan ember életét sem, önmagát hazafinak tartja és sokszor nyújt segítséget csapatával, vagy renegátjaival érdekcsoportja számára, ha háború fenyeget. Ugyanakkor békeidőben a főurak jobb, ha óvatosak, amikor a környéken tartózkodik, elsősorban vakmerő személyisége és főurak kihívása iránti vonzalma miatt. Reyvadin nyomornegyedében született és ott is nőtt fel, így korán kitanulta az íj használatát, tizennégy évesen pedig megszökött otthonról. Most, harminckét évesen íjászati készsége közelít a tökéleteshez és bár nem túl jó lovas, nagyon messziről is célba tud találni. Kemény, mint a kő és éles a szeme, minta sasé, a helyiek szemében igazi legenda.
str_quick_battle_troop_10|A Sarranida Birodalom leghírhedtebb zsiványa lányának élete nem mindig könnyű, de Zaira elég jól alkalmazkodott a körülményekhez. Ellentétben más nőkkel, úgy nőtt fel, hogy kitanulta a sivatagi harc fortélyait és karddal a kezében ugyanúgy életveszélyes, mint az íjjal. Míg más korabeli leányok a háztartási teendőkbe tanulnak bele, Zaira azt tudja, hogy kell kibelezni egy kalmárt, mielőtt elveszi a pénzét. Tizenhat évesen már több férfivel végzett, mint a szultán seregének egy átlagos veteránja. Huszadik születésnapja előtt pár nappal egy másik zsiványvezér egy összetűzés alkalmával végzett az apjával. Egyetlen örökösként Zaira vette át apja csapatának vezetését. Miután bosszút állt apja gyilkosán, ott folytatta, ahol abbahagyta. Most épp jó úton halad afelé, hogy saját jogán is komoly hírnévre tegyen szert banditavezérként.
str_quick_battle_troop_11|Argo Sendnar meglehetősen változatos életet élt. Amikor kereskedőként megérkezett Calradiába, azt remélt, nagyobb bevételre tehet szert, mint Loktiban. Aligha sejtette, hogy a háborúk dúlta Calradia igazi paradicsoma a zsiványoknak és útonállóknak, ami a lokti állapotokhoz képest igen megnehezíti a kereskedők életét. Miután minden áruját és pénzét elvesztette a rajtaütéseknek köszönhetően, egy versenytárs kereskedő fogadta fel, így arra kényszerült, hogy karavánkísérőként keresse kenyerét. Szánalmas harckészségei ellenére hamar a Calradián átvezető egyik legveszélyesebb útvonalon kapott munkát. Szerencséjének köszönhetően elég sokáig maradt életben ahhoz, hogy megfelelő harci tapasztalatra és pénzre tegyen szert ahhoz, hogy saját vállalkozásba kezdjen karavánmesterként és más kereskedők árujának védelmét láthassa el. 
str_tutorial_training_ground_intro_message|Járd körbe a kiképzőhelyet és beszélj a harcosokkal, hogy kitanulhasd a Mount & Blade-beli harc különböző fajtáit. A W, A, S, D billentyűkkel mozoghatsz. Ha beszélni szeretnél valakivel, menj oda hozzá, míg a neve fel nem tűnik a képernyőn, ekkor nyomd meg az F billentyűt. Emellett az F billentyűvel veheted fel a tárgyakat, nyithatod ki az ajtókat és végezhetsz különböző tevékenységeket a tárgyakkal. Ha ki szeretnél lépni az oktatómódból, nyomd meg a Tab billentyűt.
str_map_basic|Térkép
str_game_type_basic|Játéktípus
str_battle|Harc
str_siege_offense|Ostrom (támadó)
str_siege_defense|Ostrom (védekező)
str_character|Karakter
str_biography|Háttér
str_player|Játékos
str_enemy|Ellenség
str_faction|Érdekcsoport
str_army_composition|Sereg összetétele
str_army_size|Sereg mérete
str_reg0_men|{reg0} ember
str_start|Kezdés
str_i_need_to_raise_some_men_before_attempting_anything_else|Toboroznom kell még embereket, mielőtt bármi másba fognék
str_we_are_currently_at_peace|Jelenleg békében vagyunk.
str_the_marshalship|a tábornagyi rang
str_you|te
str_myself|én
str_my_friend_s15|barátom, {s15}
str_custom_battle|Egyéni csata
str_comment_intro_liege_affiliated_to_player|Azt mondták, hogy vitatnád a Calradia koronája iránti igényemet. Nem is kell mondanom, hogy nem örültem a híreknek. Lehet, hogy még találkozunk a későbbiekben.
str_s21_the_s8_declared_war_out_of_personal_enmity|{s21} {s8} hadat üzent a személyes ellentétek miatt
str_s21_the_s8_declared_war_in_response_to_border_provocations|{s21} {s8} hadat üzent válaszul a határvillongásokra
str_s21_the_s8_declared_war_to_curb_the_other_realms_power|{s21} {s8} hadat üzent, hogy gyengítse a másik birodalom erejét
str_s21_the_s8_declared_war_to_regain_lost_territory|{s21} {s8} hadat üzent, hogy visszaszerezze az elvesztett területét
str__family_|^Család: 
str_we_are_conducting_recce|Először felderítjük a területet, utána döntünk a továbbiakról.
str__family_|^Család: 
str_s49_s12_s11_end|{s49} {s12} ({s11}).
str_center_party_not_active|nem a célpontunk, mert a vezérünk még nem foglalta el a csatamezőt.
str_center_is_friendly|nem az ellenségünk.
str_center_is_already_besieged|már ostrom alatt van.
str_center_is_looted_or_raided_already|már elpusztult.
str_center_marshal_does_not_want_to_attack_innocents|egyszerű lakók lakják, ők sínylenék meg a leginkább, ha elpusztulna a földjük.
str_center_we_have_already_committed_too_much_time_to_our_present_siege_to_move_elsewhere|már ostrom alatt van, hiba lenne máshova indulni.
str_center_we_are_already_here_we_should_at_least_loot_the_village|elérhető, tartsuk meg a javát és romboljuk le a többit.
str_center_far_away_we_can_reconnoiter_but_will_delay_decision_until_we_get_close|NEM HASZNÁLT
str_center_far_away_our_cautious_marshal_does_not_wish_to_reconnoiter|még a felderítéshez is túlságosan távol van.
str_center_far_away_even_for_our_aggressive_marshal_to_reconnoiter|még a felderítéshez is túlságosan távol van.
str_center_far_away_reason|{s6} messzebb található székhelyünktől, mint {s5}, így nehezebb lesz megvédenünk, ha elfoglaljuk.
str_center_closer_but_this_is_not_enought|{s6} közelebb található székhelyünkhöz, mint {s5}, de más okokból kifolyólag most nem {s6} ellen indulunk.
str_center_protected_by_enemy_army_aggressive|ellenséges erők védelme alatt áll, ami feltehetően lényegesen erősebb a mi egységeinknél.
str_center_protected_by_enemy_army_cautious|ellenséges erők védelme alatt áll, ami feltehetően sokkal erősebb annál, hogy a győzelem esélyével támadjuk meg őket.
str_center_cautious_marshal_believes_center_too_difficult_to_capture|véres és veszélyes ostrom lenne.
str_center_even_aggressive_marshal_believes_center_too_difficult_to_capture|túlságosan jól védett, nem tudjuk elfoglalni.
str_center_value_outweighed_by_difficulty_of_capture|az értéke nem indokol egy ilyen nehéz támadást.
str_center_value_justifies_the_difficulty_of_capture|el tudjuk foglalni és az értéke is megfelelő a támadáshoz.
str_center_is_indefensible|túlságosan messze van az erődeinktől, nem tudnánk megvédeni.
str_we_are_waiting_for_selection_of_marshal|A tábornagy kiválasztására várunk
str_best_to_attack_the_enemy_lands|A jelenlegi seregünkkel úgy gondoljuk, hogy jó döntés megtámadni az ellenséges földeket.
str_we_believe_the_fortress_will_be_worth_the_effort_to_take_it|Úgy gondoljuk, hogy az erődítmény megér ennyi erőfeszítést.
str_we_will_gather_to_defend_the_beleaguered_fortress|Be fogjuk venni a bekerített erődítményt
str_the_enemy_temporarily_has_the_field|Az ellenség időlegesen elfoglalta a harcteret, jobban tennénk, ha visszavonulnánk és fedezékből várnánk, amíg elcsendesül a vihar.
str_center_has_not_been_scouted|a felderítőink mostanában nem jártak arra, de odamehetünk és a továbbiakat eldöntjük, ha a közelébe jutottunk.
str_we_have_assembled_some_vassals|Összegyűjtöttük a vazallusok egy részét, de még várnunk kell, mielőtt behatolhatnánk az ellenséges területre.
str_we_are_waiting_here_for_vassals|A vazallusok csatlakozására várunk.
str_we_are_travelling_to_s11_for_vassals|{s11} felé haladunk, hogy a vazallusok még a továbbindulásunk előtt csatlakozhassanak.
str_center_strength_not_scouted|Mostanában nem derítettük fel, nem tudjuk, hogy mennyire védett
str_center_strength_strongly_defended|Úgy gondoljuk, hogy erősen védett
str_center_strength_moderately_defended|Úgy gondoljuk, hogy jól védett
str_center_strength_weakly_defended|Úgy gondoljuk, hogy gyengén védett
str_center_distant_from_concentration|olyan közel van hozzánk, mint az ellenség főserege, amit már korábban láttunk. Megtámadhatjuk és megsemmisíthetjük őket, mielőtt válaszolhatnának
str_plus|+
str_minus|-
str_tutorial_training_ground_warning_no_weapon|Hé! Nem gondolod, hogy ehhez szükség lenne valamilyen fegyverre? Biztos van ott pár tartalék. Csak vegyél fel egyet.
str_tutorial_training_ground_warning_shield|Előbb tedd le a pajzsod. Ehhez görgesd lefelé a az egérgörgőt.
str_tutorial_training_ground_warning_melee_with_parry|Ehhez a gyakorlathoz közelharci fegyverre lesz szükséged.
str_tutorial_training_ground_warning_melee|A fegyver kézbe vételéhez gördítsd felfelé az egérgörgőt. Ezzel a sorban következő fegyvert veszed kézbe, míg a lefelé görgetéssel a következő pajzsot.
str_tutorial_training_ground_attack_training|Sikeres támadások száma: {reg0} / 5^Sikertelen támadások száma: {reg1}^{s0}
str_tutorial_training_ground_attack_training_down|Szúrj oda nekik egyet! (A bal egérgomb lenyomásakor mozgasd lefelé az egeret)
str_tutorial_training_ground_attack_training_up|Támadj lecsapással! (A bal egérgomb lenyomásakor mozgasd felfelé az egeret)
str_tutorial_training_ground_attack_training_left|Támadj balról! (A bal egérgomb lenyomásakor mozgasd balra az egeret)
str_tutorial_training_ground_attack_training_right|Támadj jobbról! (A bal egérgomb lenyomásakor mozgasd jobbra az egeret)
str_tutorial_training_ground_parry_training|Sikeres hárítások száma: {reg0} / 5
str_tutorial_training_ground_chamber_training|Sikeres lövés-hárítások száma: {reg0} / 5
str_tutorial_training_ground_archer_training|Szép lövések száma: {reg0} / 3^{s0}
str_tutorial_training_ground_ammo_refill|A lövedékeid az oktatómódban újratöltődnek.
str_tutorial_training_ground_archer_text_1|Állj a(z) {s0} mellé, és nyomd meg az F billentyűt!
str_tutorial_training_ground_archer_text_2|Lődd ki a célpontokat!
str_tutorial_training_ground_archer_text_3|A célkereszt mérete jelzi a pontosságot. Tartsd nyomva a bal egérgombot, amíg a célkereszt minimális méretűre nem zsugorodik. Akkor engedd fel a bal egérgombot, amikor a legkisebb a célkereszt. Ha túl sokáig vársz, a célkereszt mérete ismét növekedni fog.  
str_tutorial_training_ground_archer_text_4|Az első személyű nézetre váltáshoz nyomd meg az R billentyűt. Első személyű nézetben könnyebb célozni.
str_tutorial_training_ground_archer_text_5|Minden célpontot kilőttél. Beszélj újra a kiképzővel.
str_tutorial_training_ground_horseman_text_1|Menj {s0} közelébe és az F billentyűvel vedd fel.
str_tutorial_training_ground_horseman_text_2|Menj a lóhoz és az F billentyűvel szállj fel rá.
str_tutorial_training_ground_horseman_text_3|Lovagolj el a következő útelágazásig.
str_tutorial_training_ground_horseman_text_4|Üsd meg a következő babát, amelynek nyíl van a tetején!
str_tutorial_training_ground_horseman_text_5|Lődd ki az íjászcélpontot, amelynek a tetején nyíl virít!
str_tutorial_training_ground_horseman_text_6|Sikeresen végrehajtottad a gyakorlatot. Menj és beszélj a kiképzővel.
str_the_great_lords_of_your_kingdom_plan_to_gather_at_your_hall_in_s10_for_a_feast|A királyság nagyurai {s10}-béli birtokodra gyűlnek, ahol lakomát rendezel.
