dlga_arena_master_talk:close_window|Most mennem kell. Viszlát!
dlga_arena_master_ask_tournaments:arena_master_talk|{reg2?Mostanában nem lesz sehol torna.:Lesz torna {s15} városában.}
dlga_arena_master_melee_pretalk:arena_master_melee_talk|Hamarosan kezdődik itt egy küzdelem. Ha akarsz, beszállhatsz.
dlga_arena_master_melee_talk:close_window|Remek. Ezt fogom tenni.
dlga_arena_master_melee_talk:arena_master_melee_reject|Köszönöm, de adok időt a sebeimnek, hogy begyógyuljanak...
dlga_arena_master_melee_reject:arena_master_pre_talk|Értem. Ez okos dolog.
dlga_arena_master_melee_talk:arena_training_melee_explain_reward|Beszélnél ismét a jutalmakról?
dlga_start:galeas_talk|Hahó, {fiú/leány}! Ha van foglyod, örömmel megvenném tőled.
dlga_galeas_talk:galeas_sell_prisoners|Akkor jobb, ha máris előveszed a pénzes zacskód, mert van eladó foglyom.
dlga_galeas_talk:close_window|Ezúttal nincs. Viszlát!
dlga_galeas_sell_prisoners:galeas_sell_prisoners_2|Lássuk, mid van...
dlga_galeas_sell_prisoners_2:close_window|Ha ejtesz még foglyot, hozd el nekem. Jól fizetek értük.
dlga_bandit_introduce:bandit_talk|{s5}
dlga_bandit_talk:close_window|Semmit nem kapsz tőlem, legfeljebb pár rút sebet!
dlga_bandit_talk:bandit_barter|Nincs szükség a harcra. Hajlandó vagyok fizetni a szabad áthaladásért.
dlga_bandit_barter:bandit_barter_2|Ezüst vér nélkül, ez a kedvencünk. Hmm, téged elnézve, úgy vélem, nélkülözni tudnál {reg5} dénárt. Fizess, és utadra engedünk.
dlga_bandit_barter_2:bandit_barter_3a|Rendben van, fogd.
dlga_bandit_barter_2:bandit_barter_3b|Nincs nálam ennyi pénz.
dlga_bandit_barter_3b:close_window|Kár. Akkor el kell adnunk téged a rabszolga-kereskedőknek. Kapjátok el, fiúk!
dlga_bandit_barter:close_window|Hé, már hallottam rólad! Úgy mészárolod le a magunkfajtákat, mint a kutyákat, és most azt várod, hogy pár koszos garasért elengedjünk? Felejtsd el. Nem irgalmaztál nekünk, és mi sem fogunk neked.
dlga_bandit_barter_3a:close_window|Heh, nem is volt olyan nehéz, ugye? Rendben, elengedünk. Tűnj el.
dlga_start:bandit_meet|He? Mi az?
dlga_bandit_meet:bandit_attack|Vége a szerencsédnek, nyomorult. Készülj a halálra!
dlga_bandit_attack:close_window|{s5}
dlga_bandit_meet:close_window|Nem érdekes, nincs veled dolgom.
dlga_start:disbanded_troop_ask|Akarod, hogy kövessünk?
dlga_disbanded_troop_ask:disbanded_troop_join|Igen! Menjünk együtt.
dlga_disbanded_troop_ask:close_window|Nem, ezúttal nem.
dlga_disbanded_troop_join:close_window|Sajnos nincs hely számunkra a seregedben.
dlga_disbanded_troop_join:close_window.1|Parancsolj velünk.
dlga_start:enemy_talk_1|Nem kapsz el megint. Ezúttal nem.
dlga_enemy_talk_1:enemy_talk_2|Semmi esélyed ellenem. Add fel!
dlga_enemy_talk_2:close_window|Majd akkor adom fel, ha meghaltál!
dlga_start:party_encounter_routed_agents_are_caught|Kérlek, hagyj minket békén.
dlga_party_encounter_routed_agents_are_caught:party_encounter_routed_agents_are_caught2|Gondolod, elfuthatsz előlem? A foglyom leszel, vagy meghalsz!
dlga_party_encounter_routed_agents_are_caught:close_window|Rendben. Ezúttal békén hagyunk, de többé ne kerülj a szemünk elé.
dlga_party_encounter_routed_agents_are_caught2:close_window|Semmi könyörület nincs benned? Rendben, az utolsó emberig küzdeni fogunk ellenetek!
dlga_party_encounter_routed_agents_are_caught2:close_window.1|{s1}
dlga_sell_prisoner_outlaws:sell_prisoner_outlaws|Hm. 10 dénár minden egyes fosztogatóért - {reg0} zsivány, az összesen {reg1} dénár.
dlga_sell_prisoner_outlaws:sell_prisoner_outlaws.1|Lássuk. {reg0} banditát hoztál, mindegyikért 20 dénár jár, az összesen {reg1} dénár.
dlga_sell_prisoner_outlaws:sell_prisoner_outlaws.2|Nos tehát. {reg0} zsiványt kaptál el, mindegyik 30 dénárt ér, így tehát {reg1} jár neked az összesért.
dlga_sell_prisoner_outlaws:sell_prisoner_outlaws_finished|Azt hiszem, ez minden.
dlga_prisoner_chat:prisoner_chat_2|Ne próbálj megszökni vagy más ostobaságot csinálni! Figyellek.
dlga_prisoner_chat_2:close_window|Nem, ígérem nem fogok.
dlga_start:town_merchant_talk|Üdvözöllek, {méltóságod/úrnőm}! Miben állhatok szolgálatodra ma?
dlga_start:town_merchant_talk.1|Jó napot. Mit tehetek érted?
dlga_town_merchant_talk:trade_requested_weapons|Új fegyvert szeretnék vásárolni. Mutasd az árudat!
dlga_town_merchant_talk:trade_requested_armor|Felszerelésre lenne szükségem. Hadd látom, mid van.
dlga_town_merchant_talk:trade_requested_horse|Arra gondoltam, vennék egy lovat.
dlga_trade_requested_weapons:merchant_trade|Ah, persze, {uram/hölgyem}. E fegyvereknél jobbat nem találsz!
dlga_trade_requested_armor:merchant_trade|Természetesen, {uram/hölgyem}. Egész Calradiában nem találsz ennél jobb minőségű vértezetet!
dlga_trade_requested_horse:merchant_trade|Remek szemed van a lovakhoz, {uram/hölgyem}! Jobb hátasokat sehol nem találsz.
dlga_merchant_trade:town_merchant_talk|Még valamit?
dlga_town_merchant_talk:merchant_gossip|Mondd csak, miről beszélnek a népek mostanság?
dlga_merchant_gossip:town_merchant_talk|Nincs új a nap alatt... Az árak, az időjárás és a háború az örök téma.
dlga_town_merchant_talk:close_window|Viszlát!
dlga_start:town_dweller_talk|{Uram/Úrnőm}.
dlga_start:town_dweller_talk.1|Jó napot, {uram/hölgyem}.
dlga_town_dweller_talk:town_dweller_ask_fugitive|Egy {s4} nevű embert keresek. Úgy hallottam, itt bujkál.
dlga_town_dweller_ask_fugitive:close_window|Idegenek jönnek-mennek a falunkban, {uram/hölgyem}. Ha itt rejtőzködik, bizonyára megtalálod, ha körülnézel.
dlga_town_dweller_talk:town_dweller_quest_meet_spy_in_enemy_town_ask_item|Elnézésedet kérem, de az egy {s5}, amit viselsz?
dlga_town_dweller_quest_meet_spy_in_enemy_town_ask_item:town_dweller_talk|{s6}
dlga_town_dweller_talk:town_dweller_quest_meet_spy_in_enemy_town|{s4}
dlga_town_dweller_quest_meet_spy_in_enemy_town:town_dweller_quest_meet_spy_in_enemy_town_know|{s4}
dlga_town_dweller_quest_meet_spy_in_enemy_town:town_dweller_quest_meet_spy_in_enemy_town_dont_know|He? Miféle zagyvaság ez?
dlga_town_dweller_quest_meet_spy_in_enemy_town_dont_know:close_window|Nem érdekes.
dlga_town_dweller_quest_meet_spy_in_enemy_town_know:town_dweller_quest_meet_spy_in_enemy_town_chat|{s4} küldött, hogy begyűjtsem a jelentésedet. Nálad van?
dlga_town_dweller_quest_meet_spy_in_enemy_town_chat:town_dweller_quest_meet_spy_in_enemy_town_chat_2|Már vártalak. Itt van, gondoskodj róla, hogy {s4} gyorsan és sértetlenül megkapja!
dlga_town_dweller_quest_meet_spy_in_enemy_town_chat_2:close_window|Isten veled!
dlga_town_dweller_talk:town_dweller_ask_info|Mit tudsz elmondani erről a faluról?
dlga_town_dweller_talk:town_dweller_ask_info.1|Mit tudsz elmondani erről a városról?
dlga_town_dweller_ask_info:close_window|{s10} {s11}
dlga_town_dweller_talk:town_dweller_ask_situation|Milyen itt az élet?
dlga_town_dweller_ask_situation:town_dweller_poor|Szerencsétlenség sújtja a családomat, {uram/hölgyem}. A termést a földünkön fertőzés tette tönkre, és szegény gyermekeim éhesen és betegen fekszenek otthon. A szomszédjaim maguk is szegények, nem tudnak segíteni.
dlga_town_dweller_ask_situation:town_dweller_poor.1|Az életem nyomorúságos, {uram/hölgyem}. Hónapok óta nem találok munkát, és a gyermekeim minden nap éhesen kerülnek ágyba. A szomszédjaim is szegények, nem segíthetnek.
dlga_town_dweller_poor:town_dweller_poor_paid|Akkor fogd ezt a 300 dénárt! Remélem, ez segít rajtad és családodon.
dlga_town_dweller_poor:town_dweller_poor_not_paid|Akkor egyértelmű, hogy el kell utaznod innen, vagy kitanulni egy másik szakmát.
dlga_town_dweller_poor_not_paid:close_window|Igenis, {uram/hölgyem}. Úgy teszem, ahogy mondtad.
dlga_town_dweller_poor_paid:close_window|Jó {uram/hölgyem}. Jóságos vagy és nagylelkű. Elmondom mindenkinek, hogy segítettél rajtunk.
dlga_town_dweller_ask_situation:close_window|Köszönöm jóságodat, {uram/hölgyem}. A segítségeddel az életünk jobbá válik. Imádkozni fogok érted minden nap.
dlga_town_dweller_ask_situation:town_dweller_talk|Nehéz idők járnak, {uram/hölgyem}. Minden nap keményen dolgozunk, s mégis éhesen alszunk el a legtöbb éjjelen.
dlga_town_dweller_ask_situation:town_dweller_talk.1|Nehéz idők ezek, {uram/hölgyem}, de azért nem panaszkodhatunk.
dlga_town_dweller_ask_situation:town_dweller_talk.2|Nem panaszkodhatunk, {uram/hölgyem}, volt már sokkal rosszabb is.
dlga_town_dweller_talk:town_dweller_ask_trade|Mivel foglalkozol?
dlga_town_dweller_ask_trade:town_dweller_talk|{s14}
dlga_town_dweller_talk:town_dweller_ask_rumor|Mik a legfrissebb hírek errefelé?
dlga_town_dweller_ask_rumor:town_dweller_talk|Nem tudok semmit, ami érdekelhetne téged.
dlga_town_dweller_ask_rumor:town_dweller_talk.1|{s61}
dlga_town_dweller_ask_rumor:town_dweller_talk.2|Nem hallottam semmi érdekeset mostanában.
dlga_town_dweller_talk:close_window|[Távozás]
dlga_start:player_castle_guard_talk|Igen, {uram/hölgyem}?
dlga_player_castle_guard_talk:player_castle_guard_talk_2|Mi hír az őrségben, katona?
dlga_player_castle_guard_talk_2:player_castle_guard_talk_3|Minden csendes, {uram/hölgyem}. Nincs jelentenivaló.
dlga_player_castle_guard_talk_3:close_window|Rendben. Tartsd nyitva a szemed.
dlga_start:close_window.38|Jó napot, {uram/hölgyem}, jó látni téged! {s10}
dlga_start:close_window.39|Figyelj rá, hogy viselkedsz e falakon belül, és nem lesz probléma.
dlga_start:hall_guard_talk|Mi a parancs, {uram/hölgyem}?
dlga_start:close_window.40|Őrségben tilos beszélgetnünk, {uram/hölgyem}.
dlga_hall_guard_talk:hall_guard_duty|Folytasd a szolgálatot, és értesíts, ha látogatóm érkezik
dlga_hall_guard_duty:close_window|Igenis, {uram/hölgyem}. Ahogy óhajtod.
dlga_hall_guard_talk:hall_guard_arrest|Azt akarom, hogy azonnal tartóztasd le ezt az embert!
dlga_hall_guard_arrest:hall_guard_arrest_2|Kit akarsz letartóztatni, {uram/hölgyem}?
dlga_hall_guard_arrest_2:close_window|Ah, ne is törődjetek a jókedvemmel, srácok.
dlga_hall_guard_arrest_2:close_window.1|Felejtsd el. Találok más módot az elintézésére.
dlga_enemy_defeated:close_window|Argh! Utálom ezt!
dlga_party_relieved:close_window|Köszönöm, hogy kisegítettél minket a fattyúkkal szemben!
dlga_start:battle_reason_stated|A koponyádból fogok inni!
dlga_member_chat:regular_member_talk|Mi a parancs, {uram/hölgyem}?
dlga_regular_member_talk:view_regular_char_requested|Mesélj magadról!
dlga_view_regular_char_requested:do_regular_member_view_char|Hogyne, {uram/hölgyem}. Hadd mondjam el, amit tudni érdemes rólam.
dlga_do_regular_member_view_char:regular_member_talk|Van még valami?
dlga_regular_member_talk:close_window|Semmi. Haladjunk!
dlga_start:party_encounter_hostile_attacker|Esélyed sincs ellenünk! Add meg magad, vagy mindnyájatokat megölünk...
dlga_party_encounter_hostile_attacker:close_window|A végsőkig harcolunk veletek!
dlga_party_encounter_hostile_attacker:close_window.1|Ne támadjatok! Megadjuk magunkat.
dlga_start:party_encounter_hostile_defender|Mit akarsz?
dlga_party_encounter_hostile_defender:party_encounter_hostile_ultimatum_surrender|Add meg magad vagy meghalsz!
dlga_party_encounter_hostile_ultimatum_surrender:close_window|{s43}
dlga_party_encounter_hostile_defender:close_window|Semmit. Békén hagyunk titeket.
dlga_merchant_end:close_window|Hé! Nagyon szorult helyzetben kell lennem, ha egy erre járó idegen kezébe akarom tenni a reményemet! És különben is, valami azt súgja, hogy a bizalmamat beléd helyezhetem. Most menj és keress néhány embert.
dlga_start:merchant_quest_4e|{s3}{s2}
dlga_merchant_quest_4e:merchant_finale|{s1}
dlga_merchant_quest_4e:merchant_finale.1|Csak az ég segíthet minket a győzelemhez!
dlga_merchant_quest_4e:merchant_finale.2|Örömmel látom, hogy életben vagy.
dlga_merchant_finale:close_window|Igen, igen... Az embereim sarokba szorították az őrkapitányt, és egy kést fognak a torkához. Mielőbb {s5} színe elé kell vinnem, hogy beismerje a tettét, amivel megtörte a békét! Ebben már nem kell részt venned. De tudod mit, ha minden jól megy, hamarosan ismét találkozhatunk a fogadómban, és majd elmesélem, hogy hogyan is alakult. Ha mégsem találnál ott, akkor a városkapura tűzve keresd a fejemet. Azt hiszem, most már eleget tudsz. Hagyd el a várost egy időre, és felejtsd el ezt az egészet! Remélem, hogy még találkozunk.
dlga_start:merchant_quest_1_prologue_1|{s1}
dlga_merchant_quest_1_prologue_1:merchant_quest_1_prologue_2|Mindig is voltak a hegyekben gonosztevők, akik imádják a háborút és az erőszakot. Úgy tűnik, hogy egyre jobban felbátorodnak. Elhagyják a táboraikat és vakmerően óvatlan áldozatokat keresve a várost támadják. Az őrkapitány szerint ennek az az oka, hogy mindenki a határokon harcol, kevesebb ember jut az utcákra. Nem tudom, hogy mit kezdhetnénk ezzel. Minden valószínűség szerint van a banditáknak egy belső szövetségese, akinek a segítségével észrevétlenül bejuthatnak és megkereshetik a csábító célpontokat... Tudod, a múlt héten elrabolták a fivéremet.
dlga_merchant_quest_1_prologue_2:merchant_quest_1_prologue_3|Nem tudom, hogy mit gondolt a testvérem. Egy kitűnő család sarja, egyedül az utcán az éj sötétjében ilyen borús időkben... Persze, tudom, te is jártál kint, de te itt idegen vagy és nem tudhatod, hogy milyen rosszra fordultak a dolgok mostanában. Nincs mentség erre a hibára. De családja van, mi mást tehetnénk? Ha nem véded meg a tieidet, az emberek azt fogják hinni, hogy a befektetéseid sem érdekelnek. Ezt nem engedhetem... Biztos vagyok benne, hogy a banditák hamarosan megüzenik a váltságdíjat, de nem fogok fizetni nekik.
dlga_merchant_quest_1_prologue_3:merchant_quest_1a|Íme az ajánlatom. Úgy nézem, hogy van már némi tapasztalatod a pengékkel. És ami még fontosabb, nagy tűz lobog benned, különben nem jöttél volna Calradiába szerencsét próbálni. Azt kérem tőled, hogy szedj össze egy kis csapatot, kutasd fel a banditák rejtekhelyét, adj nekik egy olyan leckét, amit soha nem fognak elfelejteni és hozd vissza a testvéremet. Ha visszatértél, örök hálával tartozom majd neked és persze némi ezüsttel is. Mi a válaszod?
dlga_merchant_quest_1a:merchant_quest_1b|Benne vagyok.
dlga_merchant_quest_1a:close_window|Nem érdekel, ennél fontosabb dolgom is van.
dlga_merchant_quest_1b:merchant_quest_1c|Nem járhatsz egyedül a végére. Ha megpróbálod egyedül levágni a banditákat, figyelmeztetlek, hogy előbb-utóbb a vadászból lesz az áldozat. Elsőként toborozz néhány önkéntest. A környező falvakban mindig találni néhány embert, akik szívesen csinálnának bármit a trágyázáson és a vízhordáson kívül. Ha fizetsz, követni fognak. Itt van 100 dénár. Fogadd ezt előlegként. Járd körül a falvakat és bérelj fel néhány embert a csapatodba. Legalább egy ötfős csapatra lesz szükséged.
dlga_merchant_quest_1c:merchant_quest_1d|Rendben, uram. Összeszedek öt embert a falvakból.
dlga_merchant_quest_1d:close_window|Ám legyen. Ha megvan a csapatod, itt találsz majd, {s1} fogadójában. A többit majd utána beszéljük meg.
dlga_start:battle_reason_stated.1|Válassz: megadod magad, vagy meghalsz!
dlga_battle_reason_stated:close_window|Nem félek tőled. Harcolok.
dlga_start:free|Üdv. Mit tehetek érted?
dlga_free:view_char_requested|Mesélj magadról.
dlga_view_char_requested:view_char|Rendben van, figyelj...
dlga_view_char:free|Van még valami?
dlga_end:close_window|[Végeztünk]
dlga_start:threaten_1|Dobd el a fegyvereidet és add meg magad, ha élni akarsz!
dlga_threaten_1:end|Előbb megküzdünk veletek!
dlga_member_direct_campaign:member_direct_campaign_choice|Igen {uram/úrnőm}. Mit kívánsz, melyik üzenetet továbbítsuk a vazallusoknak? 
dlga_member_direct_campaign_choice:member_direct_campaign_call_to_arms_verify|Új hadjáratot kívánok indítani. Hadd gyűjtsük itt a hadsereget.
dlga_member_direct_campaign_choice:member_give_order_disband_army_verify|Véget akarok vetni a hadjáratnak és hazaengedek mindenkit.
dlga_member_direct_campaign_choice:member_give_order_invite_feast_verify|Szeretném a hűbéreseket meghívni egy lakomára ide: {s4}.
dlga_member_direct_campaign_choice:member_pretalk|Hagyjuk...
dlga_member_give_order_invite_feast_verify:member_give_order_invite_feast_verify_2|Szeretnéd meghívni a birodalom urait egy lakomára?
